Gene	a.0	a.2	a.8	a.16	b.0	b.2	b.8	b.16
Gene11239	9712.293587	8723.247864	9787.359032	11594.64367	9129.360248	10828.89964	10747.32476	12387.86252
Gene4105	12229.63194	8395.517787	11322.72567	10049.06454	9648.793914	13036.92048	9921.387841	8306.889935
Gene3031	14322.91505	15701.36353	7662.661998	3311.194364	16937.6745	13155.82851	6356.052381	5424.787669
Gene3772	10963.37693	9975.254341	10880.70494	9507.038183	9967.202143	12447.44343	10001.81224	9120.856331
Gene7741	8922.593683	12092.88881	10832.67852	10717.49971	9098.077191	8360.543876	12386.36998	10452.25891
Gene6377	13729.02012	13696.39647	10520.16474	6242.681297	9498.600981	10415.46107	10978.32393	7772.192027
Gene1767	8439.149336	9109.256588	11737.3375	12809.04321	7054.555816	8634.859669	11871.02932	13190.52927
Gene8371	10673.64648	6321.190781	15146.66297	8287.8296	7074.874239	11017.11392	12656.14678	11639.07881
Gene615	7945.188503	12418.31291	13532.69654	8374.405795	7086.924946	11668.7547	13317.37971	8455.923219
Gene1324	9076.401952	4416.847597	8933.891662	15961.51159	7981.232954	9129.001012	10341.91067	16920.87205
Gene9804	9585.697765	12355.26595	11600.19645	8490.860993	8179.781409	11678.01453	11535.37301	9333.627468
Gene859	6810.175791	8220.523914	10834.30805	15854.66092	6913.844541	6858.389107	13039.88629	14223.89241
Gene4653	9384.803268	11048.7762	10437.03028	10049.77021	9812.015794	10959.28357	11010.82452	10034.65899
Gene11766	8785.032722	11416.73578	11468.13887	11732.32102	8431.374856	8675.936825	10928.74506	11296.18662
Gene9783	9044.116722	11395.39924	11980.39814	10649.49504	8621.524677	9012.351129	10337.60473	11690.83899
Gene9069	9082.856474	12939.97244	11045.06022	9208.835718	9537.581839	11174.7945	9968.578952	9766.668774
Gene143	5513.900908	11106.38637	13625.74842	12377.84525	4924.478272	12891.42623	12214.97529	10058.20514
Gene2777	14599.27476	13709.79683	7422.573156	7315.313955	11217.35692	13180.86698	8354.074323	6886.965395
Gene1856	4266.452462	7234.01278	13434.40176	15537.13603	3036.049459	7696.553983	12311.68665	19162.79448
Gene3931	12395.17875	9986.25846	10225.3951	9168.466545	10389.19272	9743.160242	10395.25262	10373.9467
Gene7354	10993.63574	9565.913977	8939.940323	10158.04659	12112.00327	12389.91603	8651.3138	9848.107968
Gene9200	10102.32265	11447.77211	11173.49644	6618.455371	12176.56518	12472.61852	9022.036796	9625.962834
Gene7819	9864.357378	9596.460539	10461.08591	11583.39549	9062.016673	10563.82939	9959.585598	11546.53988
Gene13025	10163.87835	8922.274921	10177.48092	12112.2411	10466.00102	9006.654419	9224.313956	12558.04632
Gene3637	10638.33542	11501.86089	10401.37126	10734.59983	9629.788549	11808.57832	8454.327869	9439.282779
Gene11267	10849.91907	7574.552539	9174.309496	11364.69373	11214.38054	11255.03829	9256.647441	11906.74302
Gene6439	8542.546646	7712.547594	11743.09567	12012.47612	8820.698229	9715.70765	10947.84749	13098.13197
Gene13632	10260.76778	8429.604713	11242.01442	11417.70132	9107.287523	10885.17336	10790.41367	10457.61071
Gene9755	8811.987977	11000.66888	11805.40166	10248.2254	8263.465216	11776.25181	10229.42909	10442.63756
Gene7606	11511.57593	10522.91754	8089.874708	9411.786062	13069.23313	10467.70668	9101.012994	10380.66983
Gene13140	10811.40046	11600.64747	10519.58698	9648.993771	8517.150984	10094.43381	10861.53554	10473.70959
Gene13536	10437.99537	10367.77173	9856.18679	10129.67751	9595.453464	11973.39217	10828.80235	9335.581567
Gene12970	10859.64232	10233.52709	9059.497436	10054.08612	10074.5137	11834.99007	10085.46274	10313.70451
Gene12357	14259.11028	4385.922541	10919.20225	9600.515698	12677.90868	12126.37718	9549.259651	8995.529261
Gene4025	9007.579257	9947.393356	11446.27143	11091.07328	10019.90681	9181.174459	9608.774016	12208.81527
Gene3807	9340.475937	7910.97264	11144.57959	11733.18698	11593.68371	10577.61767	9526.410008	10640.55843
Gene12593	9350.03232	9903.786138	11500.20953	11231.28521	8847.740184	11458.55788	10681.86546	9474.507283
Gene1174	9486.130589	8393.377174	11009.6829	11615.68079	9233.676437	7765.322509	11269.97237	13671.47245
Gene7706	10976.3601	10079.99962	11064.71989	9391.768038	10633.42098	9863.991634	10768.07685	9659.79256
Gene325	9526.341425	18352.05608	8914.067612	4971.875946	9269.647275	16544.87915	8961.118245	5895.323356
Gene5524	9296.4296	9955.441953	10092.74923	11732.75663	9334.319236	11286.61962	10037.89716	10671.33315
Gene1372	9837.059902	7673.512553	9649.662241	13170.60152	9423.537559	9821.123742	9210.214054	13611.28069
Gene9602	10693.99916	8815.476571	10162.93769	10720.42284	10923.52443	11372.95529	10231.99437	9452.509975
Gene11011	10008.24862	10574.06809	10365.96472	10884.8072	9711.642006	9623.640492	10532.71964	10659.23981
Gene5932	7906.289695	8386.636613	13716.79398	14903.82381	7503.050566	5653.458305	12367.60628	11916.4758
Gene7804	6768.177206	6240.014223	15018.81264	12617.01743	6606.802115	5459.689358	11881.07741	17755.20887
Gene8203	11516.05478	10882.28091	10797.77632	7979.899716	11398.84733	9784.05349	10999.67275	8976.718558
Gene7434	9197.932794	6392.768687	8980.563523	14063.03347	9696.962313	10429.27663	8655.859561	14891.59263
Gene10750	7775.150378	10157.32825	11019.78912	11004.56093	5607.883997	14762.05964	11839.81977	10122.31984
Gene1019	9502.489899	8027.404691	11260.18454	13565.8004	8105.648058	9007.046889	9906.317751	12900.1405
Gene202	7164.419937	11360.68454	13372.80718	9857.957547	6419.891999	11250.88509	11163.06272	11684.4061
Gene3082	11562.1224	11996.32814	9254.657456	8382.513241	13417.89047	11120.51895	8474.833856	8052.861881
Gene11071	10642.04527	10698.21497	10764.86827	11078.19769	9251.380595	10559.32489	9012.78635	10205.40798
Gene9933	10129.15311	9546.676899	11245.79078	11217.6762	8972.348198	10493.18857	10510.48532	10084.74008
Gene10693	14766.16855	8135.610934	9693.337236	7461.406071	10874.27637	14751.56074	8018.570163	8484.0973
Gene207	6649.028422	12836.64669	12064.62361	10199.56655	7571.425519	11698.28638	11706.27622	9444.856488
Gene1331	5240.394529	6694.738479	14351.99686	16169.83522	5041.406897	6511.970202	11937.17938	16217.28366
Gene8420	13073.18311	9526.97638	9021.297884	9447.617962	10160.17274	9846.698854	11280.32139	9793.366366
Gene12381	10151.36157	9062.074201	11010.60363	12159.80407	10305.0381	9006.567876	10973.80478	9467.399661
Gene2475	15138.39691	10198.79885	8117.159335	8700.786997	13913.3831	9095.547067	8961.116657	8009.252734
Gene12070	10618.58808	7807.126001	10866.41555	10687.03704	10849.83535	11103.14237	10555.6937	9616.571716
Gene8113	9263.246246	8067.637201	11454.36805	10934.85992	9350.370629	12965.95109	9122.244623	10944.23242
Gene1490	9214.874229	4466.219517	9752.21268	17785.12768	9372.710559	4303.824322	11070.18263	16135.45878
Gene10656	10942.37011	7103.58583	10218.76157	9958.31266	11503.25764	12096.67724	11985.1655	8252.085151
Gene10375	10900.70513	8589.957133	10045.50638	10754.63471	11068.1172	10689.99754	8982.766063	10988.37467
Gene10181	14281.97648	3781.612575	10610.85343	7588.318765	13322.21403	14458.1953	8705.355011	9264.93826
Gene4490	8936.63368	11100.00868	11546.96956	7916.499281	11056.22235	11802.10762	8840.241471	10803.74928
Gene12681	10943.80115	8033.57333	12510.13518	9287.652098	10707.3052	9622.938748	10200.76253	10695.3769
Gene4759	10933.64864	5184.79296	10291.97488	11485.43691	11197.47833	10941.63765	10803.22377	11139.2808
Gene5380	10568.60873	7357.191376	10576.74256	12008.40013	10904.17887	10087.6196	10682.51032	9787.38002
Gene9582	10276.59702	10861.14192	9127.373486	9480.315353	11645.55041	9725.293457	11529.95109	9323.178903
Gene12641	10175.0495	7844.950726	9792.545586	12601.03576	9848.706588	9817.179515	9477.921017	12401.67796
Gene6284	8937.800658	8273.887468	10898.13766	11861.76754	10362.67168	10308.28334	11331.4813	9954.482146
Gene5721	12691.42162	10628.71799	9137.819017	8869.269355	11029.16715	11054.062	9152.252791	9310.205772
Gene11315	11683.30807	9674.192751	10847.95028	8932.260887	10875.02411	8875.903154	10811.38121	10172.12319
Gene12803	13566.37084	9567.656186	10635.51652	7841.641902	10185.45829	12941.57961	9704.38447	7424.456094
Gene4861	13250.58725	10359.25221	10470.41562	7089.413845	12296.97368	10844.53661	8579.129558	8975.63092
Gene41	3576.423758	14762.84803	13986.71227	8952.770875	3001.515182	14474.333	12745.72694	10347.0908
Gene4914	9109.602406	8699.804137	10862.05595	11682.66879	10096.55566	9569.743523	10019.3689	11791.81251
Gene534	6927.694177	14726.09582	10261.32629	8657.776689	7180.846077	14410.80276	11246.88617	8412.171176
Gene9523	9353.552274	11227.42275	11162.58302	10421.65119	7360.344961	12621.23707	9800.079868	9856.951079
Gene7030	10706.22802	10780.02583	10660.17938	9726.039577	11352.25156	7768.999149	11160.0433	9608.951527
Gene5312	10937.06439	7608.320764	8570.776497	10369.4364	13397.9253	12987.56729	9251.733988	8615.684697
Gene6688	13843.30957	8910.329777	10487.56987	8766.882357	9446.984787	11298.0639	8989.365527	9979.370115
Gene2438	15185.69883	9465.629427	8448.165382	7839.287065	15290.1484	9463.91484	8971.311756	7047.706558
Gene3259	11249.06328	9859.125167	10565.4167	10422.19203	10042.93319	9900.950557	9974.613592	9674.246844
Gene4507	11137.53702	10676.84621	9375.860936	8363.917068	12294.7391	10923.99272	10733.1209	8179.466897
Gene6700	10047.04679	8879.804401	11588.02518	10280.21457	9199.262627	10409.02742	10693.95556	10580.34057
Gene5204	12280.90631	13391.33977	8604.195284	8613.574199	9179.36928	11400.5962	8149.993835	10057.65041
Gene10065	9002.588861	8997.747631	8785.266735	12972.49931	10087.74775	11003.46053	10737.477	10088.62448
Gene9051	10625.84526	10562.5372	9298.133972	9343.4814	12322.0459	8620.972673	10343.46616	10543.22218
Gene5411	9487.155532	9161.699955	13199.83418	9895.624335	9302.854603	10017.57009	11109.05053	9478.352679
Gene11073	9962.493621	9954.077484	10803.90272	9743.784145	8414.850045	10291.95665	12075.69794	10394.60775
Gene4177	10224.47478	9479.092488	11566.61585	11480.74677	9879.3218	7442.94134	10296.52436	11255.50385
Gene12800	8329.978333	10365.55544	11271.27025	10864.18762	7893.646925	10930.96078	12123.99789	9835.930774
Gene2332	7152.848488	10115.20943	11916.09238	12389.99183	8069.207458	9047.422527	12116.4359	10807.83582
Gene3002	10986.97388	11260.129	12171.37573	7456.99757	11023.95793	11405.67707	10405.40078	6883.297174
Gene5837	6488.254812	7754.626073	9329.814347	12868.41338	8979.137962	8766.402863	10493.69404	16903.72115
Gene8918	10253.48399	11716.22149	9764.335705	8352.670891	11139.2175	11014.74848	10747.55709	8592.367585
Gene6273	9842.450448	7356.708984	8281.421062	12079.53581	9660.326471	14124.41482	8603.771241	11614.95825
Gene8275	11054.16278	9418.537956	7761.744466	13030.04433	10146.49791	9339.955437	10322.37394	10449.84384
Gene11809	10619.87546	11280.89199	10257.83076	9431.205543	9802.63347	10417.16551	10054.63085	9643.695846
Gene10481	12400.02928	11743.41372	8022.268936	8014.583571	11271.94316	12306.4906	9125.503196	8607.774857
Gene9934	9052.704873	11024.52516	9854.460134	11502.92553	9567.828642	8472.497535	9721.111	12275.99967
Gene6666	11737.12674	8268.870607	8220.016137	11705.99438	9528.638962	8518.878734	9206.130917	14285.77451
Gene9603	7874.757432	12585.9204	10126.70585	9884.702658	9992.458955	10881.51906	9968.746586	10135.92284
Gene12175	5330.142732	5442.965666	19647.49531	10873.70753	4535.739679	9139.903924	12909.01265	13571.21812
Gene4773	11501.7932	7521.5839	9935.162154	11635.59373	11043.32642	8904.517534	9867.667277	11026.03808
Gene11549	12997.13673	9003.339833	10369.2629	7551.986778	10248.14946	10203.35678	12275.19465	8777.132825
Gene8061	9803.152857	8518.839911	10559.90396	13032.05315	9533.191579	8535.345498	10225.78599	11215.80428
Gene9145	11662.01442	12711.9504	11497.61428	10111.52904	8872.257015	6702.885754	11147.13561	8715.672237
Gene5281	8583.443663	10859.06676	11293.37775	9916.855385	9170.84244	11145.95237	10044.77553	10375.87267
Gene232	7642.150317	10460.95223	11053.35972	11880.51758	6595.066634	11035.31536	10321.42886	12393.72204
Gene6923	9569.684352	10902.27096	10123.36399	9828.700396	8996.424426	10544.35744	10239.7455	11150.92885
Gene12606	10323.40418	9847.812948	9943.805409	10835.89958	10600.99329	9419.277828	9940.133349	10406.84206
Gene6120	8168.886984	9468.075698	15236.59091	7772.086126	8231.972363	8633.563846	13257.91505	10527.79385
Gene9508	10491.10358	13122.11787	9142.644377	8899.119903	10177.68339	8871.785659	9830.910443	10752.13052
Gene4581	11681.26878	10352.88959	2788.679794	5464.036073	21489.14624	21352.38803	2945.114032	5213.508969
Gene10016	10202.01253	10426.92506	10057.36543	10428.78187	10537.00251	10019.49632	9535.177705	10056.30927
Gene13218	11560.45362	9006.195199	9884.865804	9811.869888	12677.75778	9836.019304	8793.967255	9691.5039
Gene6271	11403.39644	10744.80478	9485.951434	10370.74374	9758.478959	10269.62511	8947.249951	10266.74853
Gene276	7974.19144	12339.49712	12008.32823	8090.253747	7676.100727	14605.83767	10787.13472	7742.095323
Gene10610	10902.09507	12440.67867	9006.053073	8925.617254	10801.22907	9577.881538	10290.93791	9266.102713
Gene5864	11777.48911	8981.819568	9185.348325	9387.998558	12672.33681	9491.191146	10145.8385	9539.76035
Gene3571	11485.75039	8584.997552	9391.243112	8338.942621	12279.22483	14533.86513	9042.703687	7501.038453
Gene4758	10477.93264	8615.582783	11328.66771	11121.79975	10081.22011	8439.457307	11971.6685	9120.673819
Gene1070	8781.832259	6685.80562	7776.216243	16558.82912	8798.690882	8320.826834	8553.139991	15674.16724
Gene11695	10489.71821	8275.010332	10579.45364	10537.52832	9994.893836	11036.55819	10029.77155	10167.50267
Gene7272	12417.76415	6054.162541	10781.49176	9078.613287	11617.44398	10158.21016	12242.63034	8758.042701
Gene9469	10001.28778	10862.47292	10425.37415	9781.716576	10234.96814	9444.00291	10495.64445	9857.13665
Gene13105	7342.297853	12508.64172	11172.04316	10144.1197	8696.087799	11356.04826	10100.22612	9782.66302
Gene3676	10359.35525	10146.93381	9997.937294	9365.803895	12652.80954	9203.975317	11051.77601	8289.596519
Gene538	8221.582674	16036.5374	10554.20718	6548.176606	9878.212691	12992.83564	10854.00561	5932.257449
Gene12419	12115.16451	15389.9206	6465.527552	7317.831844	10565.16167	12829.65381	9215.087997	7103.403922
Gene10738	11610.85183	10281.10588	10968.92171	8926.807436	11226.46858	10308.22408	9307.247148	8348.011111
Gene11949	10742.46226	8881.658729	11021.96286	10376.26525	9602.268169	7930.334989	12535.41927	9883.849107
Gene11461	11086.73325	9759.04784	9867.757057	8922.601577	11885.61418	10662.13859	9983.308575	8791.289247
Gene9226	5261.354864	9536.095069	11093.97986	12324.34319	6550.758601	14749.74048	10734.81047	10685.53871
Gene5122	9513.772971	9973.827771	10132.77388	9236.25625	9686.124972	11490.97457	10156.75323	10714.00859
Gene7057	11615.27523	11486.80963	10597.70737	7467.993329	11540.6064	9717.715179	10479.79445	7973.529675
Gene10415	8127.135358	13843.55498	11411.01629	9733.893177	7054.933433	9015.363479	10930.55453	10743.53317
Gene13634	10204.24926	6889.380167	8968.314767	12068.52031	10851.61761	10420.5315	9140.341057	12299.46953
Gene3589	8933.087668	11423.80436	9447.715084	11745.35603	7994.867573	8330.089811	9730.259604	13228.69947
Gene3821	10329.1547	9465.050465	10674.06883	9994.045481	10207.91307	10105.71209	9434.391066	10622.83228
Gene4666	8340.694891	12228.47739	9799.595777	9973.639419	9103.961867	11302.01979	10056.75746	10027.38504
Gene3996	12835.49393	8743.222001	8510.047677	7023.967488	10526.9763	14231.91188	10714.67322	8243.256059
Gene12918	8605.368101	3439.716007	14585.74524	11798.66986	7380.361219	10965.64545	11164.85154	12883.38681
Gene948	5130.683815	6638.162988	9922.223639	18006.50069	4822.729752	6683.719115	10513.46774	19102.09387
Gene7912	6853.453119	11703.23003	9256.711565	10138.01436	9295.269346	13119.43669	8446.053173	11955.27507
Gene12572	8866.342968	10489.91896	14824.32644	7013.205078	5151.8364	12678.25862	10886.16548	10838.24907
Gene7947	9675.520619	12813.05407	9658.280348	10707.74903	7138.563319	9397.327406	10082.39504	11272.28524
Gene4288	5367.615745	7791.780995	15488.97733	10104.92475	5688.18562	12009.137	10935.222	13345.03327
Gene13539	9368.732432	9698.273512	10158.46202	11020.73958	8863.455082	8790.368041	11027.67042	11781.57783
Gene10747	10433.56795	10548.57276	9766.417718	10003.8824	11305.58708	9474.925721	10120.8188	9051.386693
Gene11709	10887.95874	13856.23822	6040.248572	7401.52843	11920.06303	12225.79465	9450.787698	8906.196139
Gene11805	10567.14902	12677.26653	9047.27655	8096.702053	12165.19876	10818.39685	9791.154491	7517.589027
Gene10647	9543.209744	9203.446072	11291.62512	12034.74775	8788.06048	9129.897473	11421.58185	9266.135869
Gene4251	13422.8901	9879.902274	8979.255195	8526.39599	11961.83553	9928.235978	8702.857909	9260.955497
Gene12232	9681.612521	8322.514063	9784.488659	11798.12938	9744.975989	9897.876021	9959.784045	11464.20192
Gene3534	10447.91995	9015.07121	11081.54783	9494.095209	8839.677569	10913.06196	11389.50271	9468.27819
Gene7078	11982.68665	7069.522306	9248.796807	9914.809746	11139.94323	10751.61011	10392.00317	10133.48736
Gene9124	8671.712538	10376.80674	11649.91696	7258.745745	10316.03265	12709.31955	12016.06051	7616.739975
Gene13313	9882.780755	12014.52519	10768.01491	8477.97738	9253.116224	9800.242525	9826.205505	10588.25539
Gene8367	11667.7473	10458.68303	10220.19005	10818.86065	8645.821127	10326.30338	8803.74225	9663.360338
Gene6971	11110.11325	12508.42013	10406.38865	6517.796394	7804.056826	13813.0644	11128.85801	7315.460302
Gene12601	8343.235193	10267.59242	10224.13317	9518.581285	11123.16814	10848.40771	11204.89009	9046.262743
Gene1822	7519.671345	7072.846286	11751.73434	13943.35548	5820.044849	7645.460201	11581.43806	15230.34319
Gene11330	7751.874331	8098.372074	8977.957999	13415.05891	9298.109389	11291.21812	8947.45541	12780.12473
Gene6768	9939.364098	9898.491162	10101.41827	10507.13912	8371.76683	10353.78394	10417.14965	10965.18264
