Gene	a.0	a.2	a.8	a.16	b.0	b.2	b.8	b.16
Gene5044	9192.939469	16363.79597	11651.70781	9964.105931	8065.286167	9174.85505	11790.28121	10469.81034
Gene13332	14789.01169	11103.57493	10501.92626	10015.37816	10332.79662	13063.77086	8387.874736	8452.77843
Gene7501	10622.35196	12604.00225	11043.73031	9455.645467	9950.780656	11168.00346	11074.31193	10726.73865
Gene10906	11877.84903	8731.236507	11456.99012	12651.29776	8728.462191	7970.227505	12062.9266	13166.47339
Gene11045	8997.454111	11301.22951	10999.99436	12499.8261	8515.089193	9901.114663	12062.36456	12366.5615
Gene13580	7486.118294	17807.46378	12594.31771	6987.388217	7101.214166	13630.33321	11618.08007	9415.065508
Gene12434	17680.71208	9019.228607	8184.526144	7715.021563	13648.43128	14192.83226	9989.266143	6202.528753
Gene10995	10057.67787	10815.61836	11059.5598	10529.96691	12106.97287	9880.095653	11010.43316	11168.82224
Gene4582	10289.00224	9649.15668	8656.596353	10069.25577	15488.20279	12286.12708	10199.44705	9989.328732
Gene2042	8348.976819	10481.96596	15492.22337	9598.995933	7703.923311	9382.918517	14954.04119	10630.19198
Gene6876	9594.838965	11325.36134	12080.51751	11023.95171	10186.76896	9661.43849	11464.69906	11238.58817
Gene3474	16095.39381	8866.601193	10778.31756	5752.335126	12699.13736	11926.64919	13400.55488	7052.538467
Gene8867	11057.39128	12325.9389	11663.40065	9973.152177	10119.40605	9644.270435	11605.39037	10174.67982
Gene11710	13028.78076	13328.9282	10392.87299	9062.036687	11443.03925	8968.410158	11060.77985	9262.56044
Gene5330	10124.97146	11227.02686	9885.704801	11703.01835	10228.00003	10443.13885	10220.63927	12709.05911
Gene6669	11479.68761	15773.74753	9314.103928	8647.642802	11294.51036	10758.19299	10111.91673	9161.166938
Gene406	7444.510451	14804.63521	12770.19137	7068.2552	8025.595466	16242.23966	11122.91014	9047.061987
Gene7974	8636.076569	10781.21243	11521.30256	14190.7392	10295.16758	9030.047561	11399.54957	10668.23362
Gene7229	10119.20593	11281.90293	10789.80493	10478.55171	9883.273652	12067.84127	11470.13574	10400.17645
Gene2279	7806.598166	9861.457444	13382.16942	12840.30299	8265.536677	9769.609847	11421.29699	13136.51269
Gene3895	14070.82344	11474.28915	9764.084444	9391.275996	12858.91241	8733.842837	12522.49586	7654.356132
Gene12946	10477.03647	10822.42439	10855.21455	11126.4846	10964.68477	10889.17008	11012.81936	10319.30826
Gene7881	9677.895476	9610.292318	13630.78409	9807.475185	9137.691234	12624.74744	12324.33925	9640.854322
Gene11032	10359.43771	9520.884658	11359.94835	9037.813772	11564.51746	14609.83143	13255.86132	6741.734725
Gene1876	7959.0788	9874.207616	12444.82617	13888.56904	8134.26052	10074.32582	10213.31838	13849.99081
Gene185	3957.805928	16992.12894	14207.98001	10081.11678	3968.101937	13113.67581	12822.19767	11268.01007
Gene12046	9582.306222	11708.04823	10545.81362	13227.04551	10409.87091	9383.21076	11519.83436	10024.49912
Gene8110	11497.19819	11425.61518	9580.042561	10921.28898	11448.68648	10996.02511	10467.04283	10037.98411
Gene10839	10147.53771	6191.27346	8547.503985	16452.26983	10363.99422	12425.89675	9600.361387	12644.18749
Gene12321	9434.529791	12367.37204	11801.25745	11495.71625	9349.999999	8814.289113	11625.0038	11480.27377
Gene7430	11145.37122	5897.206098	14339.8599	12456.04105	8072.045129	8086.691114	11707.82407	14651.31449
Gene11948	11286.92018	12523.26479	10768.67459	10725.33475	10466.28896	10913.547	9561.397872	10088.66831
Gene5414	11244.85186	10038.1367	11038.54652	9880.41623	11327.61432	12573.20032	11362.10757	8843.359002
Gene9170	10896.86263	9776.323938	9909.304316	11196.96477	10520.42162	11167.60779	11020.28254	11809.34973
Gene5829	7650.558069	14419.17308	11849.79169	11415.22481	7874.699488	12922.00158	11560.81775	8552.050743
Gene2468	15983.06973	8490.295895	8165.83375	8838.289621	17970.41253	7466.050027	7925.404435	11400.25174
Gene13132	11974.5755	8965.221465	11212.58406	10053.34059	11188.39794	11124.22394	11111.82265	10583.60689
Gene11056	11386.69423	10250.15525	9522.466543	11375.82007	12040.57254	9937.203291	10245.20931	11455.27276
Gene11740	10373.65395	12054.22069	11555.25707	11476.96711	9542.800208	9817.110667	10384.23894	11001.57549
Gene7901	10669.11297	10953.4611	10037.7879	12003.7332	10442.26942	10380.79538	9613.143794	12100.90339
Gene541	11604.65743	13516.69698	10198.01227	8752.900214	9948.453503	13273.27644	10260.27098	8626.499047
Gene5817	10831.44501	9345.954169	11403.62592	10704.40656	9102.388937	12295.9071	12309.15203	10184.89991
Gene4055	8946.129222	10691.47467	9881.154154	12900.91882	10809.25473	10453.76962	12519.07976	9961.043157
Gene10473	12161.28718	11828.78835	10723.93961	9472.688601	11508.42828	10627.99659	11210.40838	8596.578586
Gene1433	10964.38454	3926.207949	12026.82684	15290.64594	10444.07665	5258.449293	14003.5485	14211.66562
Gene9903	11954.6659	12975.55634	9775.942063	8966.750165	12344.66405	11643.98507	10503.00052	7954.789845
Gene1359	8350.767441	8750.607968	12156.11701	13026.08635	7013.606898	9703.156315	12844.81043	14268.81184
Gene4330	12527.43871	8814.640725	13252.45457	9644.17146	9027.093476	11831.59942	10278.58844	10737.47315
Gene1605	6425.896481	5632.71458	10039.50931	18922.06415	6069.490292	9389.814326	11255.15577	18361.86708
Gene13349	12010.13623	10063.85053	10747.74598	9460.639861	11968.77782	11856.63251	9919.146059	10065.06887
Gene1574	7694.65227	9038.595085	9991.004411	15650.33227	8622.927317	9285.163841	9726.642328	16073.61381
Gene5984	11234.17912	10256.19638	10120.77126	11368.781	11072.24189	10547.12866	10611.82538	10855.27539
Gene606	8515.378282	16887.26957	13019.86036	6228.947345	7808.046055	14373.4225	12469.09312	6762.271217
Gene7694	11409.31099	12248.23747	11049.92848	9186.836445	11897.30803	12254.25574	9361.740213	8631.479724
Gene10815	12038.15309	9446.590966	8300.498709	9594.068	12784.77444	11722.65801	11417.50043	10692.64158
Gene4346	10772.81718	9976.922389	11765.19352	10715.52	10009.32659	9130.729854	11854.41043	11754.45428
Gene7948	10982.6746	11341.32716	10196.95776	13108.47064	8894.045343	9214.763867	9865.188426	12374.14994
Gene9769	13165.68525	7732.634753	9595.973852	11669.0512	12701.56791	9777.673195	9804.657147	11481.17022
Gene116	7366.918838	12622.17065	12598.87017	10767.33182	6947.785813	10869.75043	13236.9717	11516.54083
Gene6133	9209.811688	11760.52447	10812.50589	12915.64268	9960.105254	10793.59418	8938.605665	11496.20026
Gene1082	7863.128407	9148.434186	10867.32433	14431.43716	9748.188852	8748.161285	10368.20708	14707.62391
Gene3385	9477.03642	9374.845588	10482.04321	13016.68705	9453.607777	9093.078692	10719.39989	14263.30127
Gene8347	15062.36165	9872.486768	12770.1456	9271.750103	13215.47102	9384.931622	9156.083986	7143.12037
Gene123	8281.333472	10198.46182	9987.83297	13383.60337	7122.239843	11811.8809	10416.33599	14654.87563
Gene10898	7941.760507	18370.59676	11458.94595	10621.73772	7691.001838	6787.69802	14318.033	8661.409406
Gene7643	11976.26061	8751.320147	11350.39188	8720.0625	10995.59739	12795.41157	10898.20874	10350.35396
Gene13051	11220.28326	8685.899233	11190.28832	9991.343483	9918.780177	12581.78811	11074.01565	11172.62412
Gene11683	13451.2867	12521.91718	8099.956458	10423.59305	13839.76141	9204.044497	8519.181599	9767.518441
Gene10036	8677.788317	10225.12913	12814.44603	12768.01263	8466.419706	9927.874183	11163.63024	11777.51212
Gene3937	12210.63308	12280.00855	10320.03063	8809.23617	12545.19182	10316.64362	10840.40524	8489.543655
Gene11365	8893.808535	8453.924859	14377.32723	9583.431083	6116.13972	11383.85518	15979.54047	10983.75345
Gene11592	10277.03192	14212.40626	10278.65368	9904.858753	9560.818877	12158.64664	9117.326187	10258.23773
Gene4752	12271.45449	3972.629527	11775.09363	13196.10592	11056.00113	10896.41423	10854.87956	11714.82178
Gene3704	9933.768695	8590.501444	13308.57649	13594.45075	6818.486735	7845.380387	14398.5678	11227.45862
Gene3890	8549.242979	11848.85813	12198.11562	11135.49766	8914.772015	11088.88429	11562.50488	10412.97734
Gene6151	10919.53477	10565.41002	11863.91159	10785.33067	10917.89127	12634.47052	9895.009401	8126.644895
Gene8462	11348.75676	10021.67607	11763.76205	9087.182069	10496.18578	11578.35857	10265.2696	11129.62461
Gene2036	9398.745181	8064.073832	13060.47085	12695.35603	8083.145114	9162.193064	12828.62641	12385.37567
Gene2543	16191.12132	8141.902558	8952.960857	8181.075129	16394.55977	9909.936682	9324.998892	8561.806803
Gene10775	4892.535734	15331.59461	11911.7853	4495.612579	5120.884885	29160.26704	9723.203607	5012.69409
Gene984	7753.318599	6049.9984	9913.97217	19628.34874	6674.347966	6411.384686	8732.294231	20482.63009
Gene12901	10242.1443	9788.013441	9050.470792	11928.20794	11613.84375	11211.03289	11265.18796	10524.87114
Gene5941	10406.97132	13545.7911	10965.35461	9109.588901	9681.103954	10721.35305	11046.96643	10130.29285
Gene12128	11242.75953	11856.36482	10245.09691	9456.398286	11301.7786	11063.19192	10864.7527	9515.697844
Gene9976	10301.60021	9760.172682	10919.92926	12388.44125	9637.17613	10277.83016	11403.85107	10853.44705
Gene4810	9640.682939	8905.208238	10635.40528	13434.34546	10108.24798	9424.81502	10201.70773	13181.02386
Gene7318	11725.43364	9413.393163	10292.85314	10321.72101	12686.65731	11481.74756	11602.31154	7987.898503
Gene2456	15857.94309	11069.65246	7962.481251	7792.975991	16568.39633	9429.675136	8422.645302	8392.863411
Gene10996	9319.16683	8799.068521	8770.04761	16547.71739	8306.458716	12250.99386	10146.55245	11345.28364
Gene7612	11664.44514	8949.955879	8018.66619	10954.1222	11012.96087	10959.3094	10812.61309	13110.02906
Gene4447	12546.218	12467.97115	8359.125808	10254.05044	12561.65175	8104.44456	8707.602926	12478.12903
Gene3955	11609.38479	8415.537039	12162.57794	11012.27218	8693.18067	9771.794925	10585.38362	13220.31744
Gene3397	10049.0198	12979.19835	11448.99913	9335.784324	10113.57691	10938.34708	10943.56306	9647.988502
Gene179	7630.405562	12807.59578	13084.40437	10088.71047	7601.944596	12066.65958	11646.93685	10505.50563
Gene6012	13675.2072	10120.52651	11336.20857	8801.558634	11452.53641	11259.6688	9857.010393	8903.104086
Gene7140	11613.75551	14361.88734	10617.19584	8606.616571	10912.89981	9463.144942	11500.6654	8275.078401
Gene2408	5052.375228	8708.021411	22508.59026	8568.786389	5765.534657	7222.018201	16773.01421	10749.54119
Gene744	9966.585176	14710.38687	11034.53648	8154.751065	9426.986403	13870.66367	9915.306662	8268.532608
Gene12535	9217.120788	11623.34758	12177.24269	11413.86781	7490.272855	10452.55149	11563.29222	11401.98978
Gene4569	7825.26185	11089.32284	12783.06302	11346.63364	8961.609325	12209.86966	10047.34874	11036.1012
Gene13566	15255.36578	9693.660536	9490.388517	11665.67374	14093.24229	9759.998427	8050.476191	7282.225327
Gene7658	10018.53537	10394.39832	12411.59595	11386.96383	9209.525435	8948.577127	11278.45164	11640.12317
Gene8728	8272.175044	8324.975551	12815.00468	10789.50377	9090.76951	12644.01113	13450.94815	9884.393282
Gene8683	9909.35421	8999.663302	10561.30739	12371.73825	10466.39741	9742.910526	10889.26251	12286.15503
Gene10520	9653.5088	9524.169243	11754.23759	12208.01659	9365.432517	9135.805471	11459.50169	12122.7091
Gene8780	8902.225135	10596.91055	10395.97975	12635.85027	10085.56713	11957.23901	10255.43684	10344.26049
Gene11774	12094.9535	8317.00778	8490.105607	10521.2337	14143.64872	8554.678778	10718.52816	12325.94819
Gene12907	10965.36054	9582.290797	11107.71114	10564.75971	11781.37643	10584.29827	10302.00987	10275.5554
Gene3476	8106.899665	11267.5051	13325.09524	10012.38065	8480.243711	13825.86727	9793.924783	10316.70451
Gene2518	18189.44132	7551.164019	11216.48391	6590.8779	17013.48902	8257.713841	10183.04843	6112.872641
Gene8900	9565.447902	10901.16991	11766.22881	9146.402326	9727.470259	12563.54648	11074.00264	10315.88626
Gene11466	12448.09837	8761.022036	10155.12523	9350.62606	12142.07156	11190.16557	10367.61973	10622.36468
Gene618	9705.963424	13743.21995	10818.06409	7960.950386	8395.905501	13481.23979	11560.08081	9370.373975
Gene6524	10523.43689	10605.34147	9952.702497	10012.10999	10413.08837	11849.47408	10707.40256	10966.36734
Gene5173	10272.49434	11893.26292	11738.55182	9823.72072	10402.29601	9415.953207	11417.74044	10065.82989
Gene11087	9420.231103	10500.52511	13477.96198	8466.024661	8323.724721	7522.21462	17484.79154	9790.621702
Gene10596	12182.32133	10164.79455	9230.641288	9809.33213	10742.80389	13027.16519	10422.57312	9404.844126
Gene6645	6713.933738	13980.63927	15618.46045	8692.837872	7686.653265	9645.643774	13182.07603	9454.826986
Gene12853	10622.53824	7287.477174	11059.3729	11199.01012	10733.75725	11471.06833	10754.64291	11846.75453
Gene11584	10385.93098	11721.99145	9720.986071	10428.44922	12132.19577	11113.06196	9829.286141	9626.405374
Gene1190	5766.075711	4098.856385	14983.35692	17134.17903	4664.604328	2942.762258	12160.1255	23195.24041
Gene11115	9080.504217	7360.941524	10191.37226	13312.9622	10076.06449	11826.02167	9999.816828	13097.18336
Gene913	9968.938146	8402.825243	10274.37924	13286.51608	10382.75901	8788.756366	11226.93908	12599.76653
Gene10418	10216.33521	11098.83392	9747.948197	10091.75737	11868.72563	12162.74437	11224.32556	8517.461541
Gene11277	10916.07716	9949.057823	11047.31563	10040.52729	9398.547445	10771.87379	10701.63489	12076.26439
Gene13734	10087.05138	11329.2851	10159.95765	12138.00054	10684.00328	9284.910803	10011.48518	11198.864
Gene7560	12651.83866	8387.115774	10022.75748	8687.163539	12354.30009	12683.45268	10430.45485	9648.656437
Gene10682	11700.93798	4409.075493	10255.36822	11738.72177	11387.57551	12777.8966	10010.67938	12553.14301
Gene13470	9079.681796	7993.850927	12355.81939	11369.64538	10240.09515	10199.97228	11467.69485	12126.12285
Gene2388	6045.921318	4276.470561	15920.20882	13500.09907	6728.390472	8713.12136	14746.56921	14864.87791
Gene10248	8268.575599	8725.167848	12733.86698	11175.0335	9679.093516	10318.61177	11216.95017	12673.31245
Gene8911	10279.02015	9914.341776	10131.11195	11523.90515	10708.32179	10260.16175	10566.81323	11389.36352
Gene13369	10347.94561	5902.70064	13206.23575	12087.68308	9126.484481	10298.03656	10861.67274	12941.88556
Gene8099	12511.73103	9577.226891	9708.216609	9395.208226	12686.13605	10454.56897	11330.5993	9105.445718
Gene5131	10941.01	9786.46493	9762.594483	10260.07128	11674.73989	11545.9376	10026.38614	10728.04645
Gene13451	9808.03081	10843.11684	11580.97385	9966.842423	10562.93662	11164.85733	10341.17242	10444.94345
Gene8752	10396.41922	11499.83057	9700.059546	10655.31078	12417.45288	9957.125266	9340.308744	10742.63539
Gene4851	12575.39687	6430.577612	9542.921519	11558.83013	12810.90639	11037.90988	10563.78237	10127.36711
Gene9849	9673.887583	10615.79841	10958.66646	10547.57243	8524.04493	12522.72582	8992.061297	12812.36814
Gene7744	10277.01462	11057.98443	10708.32678	10813.21092	9852.43739	10759.91685	10665.64252	10510.535
Gene4305	7379.872845	7872.864724	13416.5417	9822.670819	8232.451181	13469.76539	12505.43622	11924.82708
Gene9258	11472.96629	11469.70801	10409.9128	10368.1599	10332.25116	11813.05886	10099.49091	8645.622512
Gene6017	11553.3212	10174.4642	11228.65663	9847.281021	11728.54498	10580.74135	10737.24608	8754.941106
Gene10401	11026.61739	10628.73319	10756.14351	10257.15507	10237.34493	10227.48806	9754.242667	11708.51522
Gene13337	10011.04537	8853.68968	11332.16151	10971.90846	11983.0542	10648.78781	9723.205235	11066.60659
Gene12360	8804.863667	12227.29351	8762.982325	12979.38602	9390.950184	10370.81779	7675.135778	14372.92862
Gene11595	10193.1967	10550.67912	11799.86921	9588.74873	9785.024929	11101.61372	11607.04678	9936.326208
Gene8427	10394.39455	9916.24567	11718.07801	8827.489079	11416.88806	12061.13562	10462.88649	9740.090353
Gene5635	10964.81404	9691.553027	10151.93108	11839.79096	9968.482515	10455.51349	8993.534541	12461.8976
Gene8249	9363.292828	11122.20408	9261.001886	12694.96831	9199.846461	8815.240026	10775.22879	13295.14164
Gene11734	9619.403189	9134.451391	10585.51186	11713.56356	10331.59262	9764.575009	11033.65565	12338.90002
Gene12305	13349.52877	13109.58753	8785.475844	9192.411509	10784.03301	10847.13982	9406.897897	9022.094735
Gene3546	2933.569457	8446.416472	16595.19229	6380.499355	3336.201013	29049.89698	9879.134146	7869.159132
Gene13084	10870.60952	8798.98995	11183.11762	9828.921715	10889.47444	11149.76082	11217.66479	10538.85025
Gene11348	10781.94967	11236.04077	8629.912785	8218.44967	12700.43314	14921.25948	9301.91142	8680.815558
Gene12126	12760.81052	10727.51212	6089.767359	6151.006038	17470.90617	17888.14502	6055.937631	7323.80064
Gene5841	9260.624555	9328.743745	13342.25725	10769.86676	8394.486968	10417.29505	11593.1664	11299.86605
Gene8605	14185.31578	6032.568571	9262.261727	8294.810943	14525.02833	12281.95497	10929.65129	8887.455284
Gene5840	9048.026079	10051.30331	12839.32806	11906.51873	8456.624376	11051.10739	10176.81454	10831.81862
Gene5322	12010.23963	9957.451788	10806.46982	9490.275284	12559.35064	8948.205859	10473.92659	10099.48908
Gene9354	11015.84738	8984.327359	12543.68937	11058.90305	8123.561082	10610.2938	12392.33809	9613.69316
Gene804	8025.140209	13751.35019	11295.81718	8648.014298	7754.382139	13803.23103	10527.23487	10522.28458
Gene9663	12137.94006	12028.70955	11514.40559	8927.689774	9748.402885	9515.503837	11197.19309	9188.599472
Gene4638	10019.7433	15133.15574	10332.08409	8817.924203	10833.65421	9623.427693	10990.41742	8477.838745
Gene11349	8755.136903	10454.51694	11251.5281	10410.5276	8708.65602	12620.79607	11248.72464	10777.41981
Gene5716	10254.84422	11591.77437	10080.19313	10391.78748	10077.74921	10916.10931	9456.375252	11443.00261
Gene7022	17642.73752	12942.94934	9703.034946	4441.532012	8783.168823	17045.78967	6060.141976	7589.234609
Gene8284	11349.80113	8694.62966	8586.480326	15481.94188	6320.194347	7961.837885	10163.5362	15638.01604
Gene8870	13245.71124	8567.987863	8724.71555	10197.54497	11619.20645	10478.17752	10508.70204	10819.85824
Gene10146	9378.412442	8908.465894	11369.30027	11361.20204	9947.786823	10716.31504	10094.40217	12384.98882
Gene2229	8121.196516	7597.957552	12907.46347	14056.77566	6317.617527	5916.319568	15971.7914	13247.43973
Gene658	8802.73886	19615.28653	10389.78271	2564.724068	5833.644676	19286.32673	14033.14489	3609.850067
Gene1981	9089.043921	7427.993172	14396.06877	10878.77814	8970.389317	8127.02432	13208.65269	12036.57042
Gene1793	7928.673829	6442.682659	13073.0402	13334.9143	7563.531643	5561.016575	15315.43705	14905.96308
Gene12718	11523.92783	9062.701998	9719.079977	10694.59845	10909.21736	10326.07745	11161.41448	10726.40143
Gene4828	8548.967441	14213.21415	12770.3115	9149.847144	7363.055193	11138.78756	10509.6243	10408.57375
Gene8070	10744.48998	11002.72386	9869.637572	11015.59212	8828.811693	12416.79113	10627.18425	9596.213803
Gene12845	12318.20162	12044.55945	10383.0395	8649.048385	9622.96814	10399.55182	11667.6723	9015.434368
Gene5121	9507.243451	9563.430952	11283.08182	12274.65273	10222.58833	10417.03918	10737.66118	10079.65243
Gene10600	10755.11412	10604.0053	11175.74579	10142.70259	10273.41161	10415.68438	9892.980533	10825.01195
Gene3072	11786.95233	14772.0576	9962.199133	7104.17605	11673.55245	12090.04104	9632.27264	7056.507901
Gene1930	6942.998229	8377.06977	12761.133	14372.14117	8301.112799	7759.320345	13268.93177	12289.21584
Gene3106	11241.77856	15188.20338	9343.411665	7118.615794	11837.04389	12607.8969	10272.98154	6441.216604
Gene12747	10631.01175	8579.706319	9693.868799	14451.47105	10876.10154	9075.491335	9001.691938	11735.47713
Gene1573	9888.226299	7255.810396	10121.74123	12821.21648	9919.422422	9075.360441	10926.77015	13994.27736
Gene8084	10687.16893	11437.40931	10628.36645	9727.494918	10097.78278	9262.632458	12682.57991	9472.479696
Gene12821	10170.67326	10134.60523	13481.69149	9479.41911	10299.66868	8632.515144	12285.81874	9439.87948
Gene12140	12075.35319	13687.10397	10729.13965	8362.564295	7544.201903	10298.1424	12228.85415	8967.777161
Gene2760	12894.35541	14117.06508	7759.670193	6499.761127	14187.17883	13831.61061	8875.865888	5704.562407
Gene3959	12540.74417	8886.741541	7849.292902	9295.186636	13492.01933	15769.00282	7013.596777	9022.904335
Gene11082	11954.1712	9773.335079	10348.95066	9390.418817	10991.9741	10781.54085	9925.662059	10696.22228
Gene13190	8254.819685	13994.95447	11803.92293	10854.19996	6008.578865	10542.07124	11399.40978	11000.59613
Gene8282	11158.11341	10643.9634	10359.53717	10103.27461	11168.26602	10802.43453	9665.284672	9950.222342
Gene2155	6442.550239	9745.572887	14007.79921	10050.34165	6553.595508	10086.45363	15222.01637	11728.60023
Gene10254	10719.25015	9694.072938	10210.92491	9542.963408	11441.30487	10302.91383	10923.65612	10978.5392
Gene418	4034.660619	20776.98002	13072.03129	5290.676084	3460.601003	21091.58657	9482.838321	6598.082802
Gene4942	9476.099745	12541.75876	9923.835217	4759.851146	12657.73551	17085.07834	10492.79072	6847.850793
Gene1846	8411.954974	4947.560205	8547.457259	18560.76108	6633.542091	9853.404883	8101.984428	18683.15132
Gene12477	9330.814251	10845.52839	11729.31514	10821.10396	8527.530203	10577.22022	10553.38802	11345.83626
Gene5859	10274.65268	9874.510717	10830.09039	9967.066105	11695.12544	10020.38471	11073.91251	9988.361305
Gene4082	9481.117596	4483.793431	8283.84415	16100.98277	7770.148891	12895.62328	7870.249517	16807.48706
Gene6683	10611.00058	9799.242924	10787.88785	10940.97449	10198.38381	10774.96482	9774.078517	10799.57241
Gene5632	10598.95871	8942.404512	11629.78272	12428.73351	9965.865976	9367.412783	10869.66984	9881.472757
Gene2448	15969.73811	6020.737309	10052.81776	9131.042465	14550.05018	9208.116135	9525.608371	9196.245737
Gene11328	15120.41413	8493.782464	12547.95723	7097.848336	11139.67214	9698.979129	11829.96849	7719.131565
Gene1936	10380.41359	7368.741855	12767.05976	11957.9127	8813.089153	7568.734072	12493.89933	12288.64433
Gene8392	8989.840257	9168.144601	11520.12121	12940.95761	9060.350297	9227.40872	10504.29256	12217.11098
Gene4679	9624.292954	10807.82365	10820.2777	10486.24111	10298.51007	13636.34105	10995.07375	6947.595719
Gene3528	10700.10362	7677.485409	10755.21669	10014.81063	10744.54938	10783.9895	12673.66118	10257.27347
Gene4552	11916.06533	13695.78487	9682.385592	8967.015242	9728.947049	11275.76576	8901.34288	9433.743731
Gene671	9300.23727	19080.92809	8111.706552	6951.378285	10184.05395	15825.16548	7077.530017	7019.32539
Gene5826	9635.932619	10705.8592	11190.76607	10856.92992	9542.565506	11706.45314	10924.56348	8972.512409
Gene3727	12138.04864	10873.04342	11153.03417	9194.725633	11100.32829	9507.433108	11456.35111	8091.489106
Gene4951	10025.67601	8205.995393	9836.751125	12274.57495	11194.16991	9965.290396	10472.37431	11534.35215
Gene5158	10378.11343	10493.0565	10164.64595	10991.63795	11509.52307	9074.973413	10764.3905	10119.98863
Gene460	7747.753788	14876.57616	11931.54731	5536.055816	6622.729752	17982.69683	12213.31145	6580.372282
Gene10562	11988.11873	9323.235621	12543.30868	6161.281371	12584.34799	12251.31114	11511.47653	7093.581367
Gene976	8469.183731	4735.787057	12867.78337	15473.73428	9011.353764	6756.611242	9470.141136	16669.61199
Gene11798	10302.46222	11074.61558	9784.04238	10211.99611	11129.24379	10822.89375	10459.43119	9661.808981
Gene12005	11212.347	10972.15552	10307.83986	10463.42015	12116.53468	12006.55739	8968.44749	7357.950962
Gene4024	10550.54933	9306.657558	10314.26519	11143.91785	10741.25538	10244.744	10690.98751	10411.2201
Gene3238	7760.865361	11753.80744	15846.62618	12116.57941	5780.792451	5783.442908	13879.09485	10481.54118
Gene8978	9041.44604	8010.171953	12927.03126	8960.426871	8327.859148	12419.71132	11539.81161	12165.12554
Gene1430	9191.129811	7832.798761	9596.499138	14722.05451	10148.69435	9161.064782	9432.718095	13304.26726
Gene9559	10550.81941	10720.56568	10158.16338	9518.784508	10764.24978	12403.16475	9723.208273	9515.491068
Gene785	9239.931538	13762.27	10445.8411	9147.476954	8995.781665	13349.29004	9538.166378	8858.356536
Gene7154	10495.58807	8443.101197	13430.60066	11896.13467	9673.080264	8305.381796	10803.52525	10271.9062
Gene26	8039.352924	10977.05858	10645.87605	12033.2763	8176.966894	10439.81353	10369.22578	12610.86738
Gene7004	10814.40958	9272.127794	11677.65993	9707.975172	11274.03685	8849.751667	10435.81399	11256.3203
Gene11329	12747.71645	8233.818823	11245.31123	9083.374969	11869.97558	8970.536492	12133.00806	8981.076629
Gene3830	11132.12976	9376.540566	10710.24427	9663.642921	10423.94707	12199.45591	10862.47857	8868.713427
Gene8784	5909.113238	17412.43996	14615.28956	6605.901411	6730.310713	11142.41083	13477.32456	7341.446938
Gene6191	12590.15543	14511.61666	9039.468024	7947.133999	10396.44731	10700.15019	9286.216513	8754.239965
Gene11299	9892.40065	9684.840738	9260.405888	12163.35936	9350.370714	10160.9647	11099.67407	11609.515
Gene2141	6362.185807	8505.63121	14273.26509	12396.50622	6515.428594	9419.710777	11544.27755	14179.15025
Gene11438	12235.39202	8137.715003	10548.65248	10996.56404	11029.86222	8995.236934	10699.3047	10547.41456
Gene2396	5410.439426	9342.361076	14079.24339	12552.61264	5311.605909	7815.702735	14531.83321	14130.4471
Gene4712	9345.629629	8868.744425	10372.00844	12333.66736	9706.36827	9487.768883	10702.77354	12348.60646
Gene13639	8457.279815	8714.773817	10899.66364	10998.4071	9511.262853	9313.78396	11445.40702	13824.9273
Gene3815	10473.04869	9976.575607	10925.99477	10987.74304	10473.10859	9797.211356	10443.83102	10068.15542
Gene13679	13507.48566	5740.50757	8822.659424	10070.34493	12629.78343	10447.77077	8860.11948	13059.58819
Gene741	9396.82322	14584.66283	9949.642438	7809.367765	9206.900082	16605.19623	8322.284199	7260.532121
Gene4123	10351.77832	11006.53346	12058.26786	9691.837176	8932.875411	11683.24231	11195.63718	8198.935423
Gene7280	11827.98238	9320.919337	10915.01368	11911.75477	9580.337986	11240.44146	8362.506957	9938.584947
Gene1061	3256.920441	5091.854173	13280.22521	17771.47988	3488.86989	8528.33156	11817.59893	19850.01633
Gene346	7991.203581	14026.51815	10858.95175	8520.780719	9518.100365	14476.47312	8453.54032	9233.765758
Gene10485	11042.95932	10696.17152	9979.5281	10009.77781	12897.57975	10917.37029	8472.809704	9040.387022
Gene10726	8716.858362	9003.968453	12554.66601	12717.67723	8440.408894	9257.735647	10514.85776	11841.71075
Gene9323	11950.79007	10063.72297	9729.530375	9732.658424	12064.41449	10022.24545	10400.87101	9069.084652
Gene5295	9325.855914	9067.691707	10876.80061	11848.73162	9804.607526	10743.3392	9920.87441	11427.13296
Gene10868	10659.34525	10468.99147	10328.73786	10541.31479	9609.597632	9974.075122	10971.41196	10458.63233
Gene7838	9398.563509	10126.65008	11561.86664	8561.606142	10628.02582	10075.69946	11649.5908	10991.18021
Gene13511	9227.033235	10807.53322	10406.86774	11403.74164	9461.793552	9995.566132	10634.47182	11049.0619
Gene12052	13486.25622	13697.29126	10167.1024	7051.117008	8103.430372	11467.19387	9753.588846	9259.628966
Gene8246	13093.50792	8235.129779	9992.797313	8634.348134	13320.0621	11672.38712	8988.462508	9040.987252
Gene10264	9213.742483	12162.13405	10319.98784	9370.668052	12644.99029	9961.355013	9421.728285	9880.446535
Gene13324	8598.18281	3686.786654	10073.13883	8832.623715	14175.75304	17013.96665	10066.59888	10512.97225
Gene3858	11029.04049	11021.66096	9856.56186	10944.02284	9779.232913	11091.04689	9546.376121	9667.304552
Gene11272	11736.11696	10686.58742	11096.17556	9108.754825	11376.28728	10007.13513	10433.48424	8478.407399
