	Gene	X0h.a	X0h.b	X2h.a	X2h.b	X8h.a	X8h.b	X16h.a	X16h.b
9998	Gene9998	6351.564285	6049.374734	7224.217113	7314.685057	5921.128185	5744.432707	6001.821323	7106.007528
10123	Gene10123	8007.966177	4663.14078	2099.488618	6172.301102	7688.105802	8748.346629	6500.2031	7832.18216
12818	Gene12818	4430.856375	5365.64577	10419.35196	7616.835008	7179.507186	7330.078875	4930.735785	4437.811615
499	Gene499	6673.022469	6905.859714	8390.801548	9099.650832	5466.457294	5491.456712	3924.680791	5750.938539
10499	Gene10499	5875.460477	5832.53407	6397.710695	4831.595297	6569.788128	5914.703237	8708.400139	7554.735364
431	Gene431	5645.07798	6720.779288	8044.490624	8712.046605	6014.7975	5542.800255	5798.621533	5202.402063
8808	Gene8808	7668.160864	7064.499282	5671.244533	6624.020631	5466.293275	6284.35119	6225.840915	6663.438918
8164	Gene8164	6987.13312	6418.690276	6726.623704	6608.21591	6958.551299	5393.07834	6734.780621	5823.533802
7347	Gene7347	9001.058478	7881.607675	3744.94538	7968.349053	5777.159675	6444.892683	5595.783331	5199.38802
10884	Gene10884	6402.874601	6594.089779	7715.70633	6078.119858	5609.67029	6847.712337	6260.798146	6103.713542
8902	Gene8902	7393.753191	6078.153953	8705.475175	6912.762262	6501.70817	6569.262655	4575.106274	4867.323848
2303	Gene2303	2767.221411	1998.120441	7450.908987	6700.375944	10010.03505	11511.12693	5077.874044	6084.634621
8769	Gene8769	5660.302729	5933.17774	7221.700829	5856.49327	7186.541951	5878.745892	7068.652738	6789.553877
7568	Gene7568	9743.048933	5397.170381	5596.543565	4354.128985	7345.539222	8136.249623	5058.754528	5950.612071
9823	Gene9823	6486.022281	5488.713913	7077.97708	7258.835188	6339.237242	5621.18581	6116.712771	7179.500572
4673	Gene4673	6132.949262	6174.777415	6793.192971	5598.14926	6363.372645	6850.224704	7694.305703	5958.1733
5096	Gene5096	6666.974817	6590.107881	3661.488014	5755.252133	7558.755287	7941.722854	5698.845234	7683.819907
9083	Gene9083	6138.75787	5450.407079	6679.417162	6807.406433	7037.473788	6034.52161	6591.698251	6805.275538
1777	Gene1777	4502.397421	4437.93915	4656.595152	5089.938656	7435.363743	8197.603231	7837.997929	9379.72998
8362	Gene8362	7581.985958	10946.58579	5469.123524	4682.15076	6008.468069	6412.73848	4804.667988	5624.646121
6190	Gene6190	9087.202232	7352.034384	6468.719704	5279.152455	4872.625237	7182.633852	6552.370313	4734.817449
12616	Gene12616	7124.665946	6402.482878	4214.53277	8035.683174	6177.966946	6848.044497	6831.233058	5885.905857
4382	Gene4382	5914.506241	6615.496022	6137.380667	5257.226828	6473.883243	6432.688229	7508.86035	7172.642435
10387	Gene10387	2474.441575	2904.095032	7071.755521	8090.3888	12765.51685	6285.901612	4924.989339	6994.251133
8049	Gene8049	7551.376583	7917.260954	7353.392542	5325.771944	4998.435101	5230.851142	5679.168154	7442.745644
11673	Gene11673	6896.142437	7323.977252	6385.614827	5545.996089	6220.769115	6254.814184	5899.243152	6969.730034
7858	Gene7858	7807.625274	6445.261176	4729.445587	7234.51485	5962.003493	6954.841017	5389.598326	6970.563965
6866	Gene6866	6524.73644	7016.928539	6272.015376	6621.087601	5933.614064	5938.610226	6772.267971	6365.791191
13633	Gene13633	6841.192329	6795.838352	5985.855051	8194.424249	5620.515105	5363.160983	6593.211985	6043.075944
6902	Gene6902	7429.698805	5229.096547	5947.186534	8023.861948	5364.407235	5491.242022	7602.267239	6343.50135
13015	Gene13015	5211.211751	2600.782649	5602.487668	6626.439796	7655.638409	7294.739489	8209.30691	8228.133757
10056	Gene10056	7001.345344	6340.137174	7151.551492	7879.49732	7234.045264	4909.579619	5244.90789	5664.136623
10098	Gene10098	6819.965343	6647.362573	6728.648026	5999.906661	6529.18027	6211.417561	6874.886751	5604.581994
3617	Gene3617	6473.970784	6074.045388	5347.783527	5183.930378	7568.35759	6313.065224	8048.65684	6399.500196
4819	Gene4819	6125.939763	8782.681468	5043.046825	6911.80909	5684.367394	6876.161718	5720.27734	6259.582551
11386	Gene11386	6606.085409	6527.341966	4862.633439	6592.279679	8687.920084	6314.180862	5802.044314	6004.754175
11785	Gene11785	9497.006647	6928.200569	6421.573461	6743.229889	6309.386818	6489.994252	3786.215431	5207.879591
6426	Gene6426	5864.211004	6669.923634	6760.203759	6505.498145	5646.401865	6901.187209	6521.3942	6512.689268
6893	Gene6893	5699.554582	4909.90121	5186.793065	6078.494153	6817.921595	6365.878471	8799.328796	7515.025224
4404	Gene4404	6557.729456	6303.301076	4703.522811	5899.10646	8155.286021	6862.937054	6150.857108	6737.664602
5977	Gene5977	6421.261482	6031.380829	5832.317502	5500.298986	8165.52924	6478.100002	6566.567095	6374.718575
5018	Gene5018	5202.330756	6298.051475	7335.830472	5888.411493	7447.681346	6822.141008	6096.912071	6273.276448
4176	Gene4176	6330.654255	6922.042117	7200.672241	7111.512705	5993.122901	5863.42245	5475.354026	6464.94768
12554	Gene12554	7732.47072	7129.105142	6262.044389	5556.295013	6827.490619	7453.866219	4554.898815	5832.482975
4522	Gene4522	7717.993645	7248.821643	4842.814902	6408.179422	7193.425803	8024.940742	5214.488936	4696.95987
7973	Gene7973	5839.28205	7171.314572	6391.959138	6930.04842	6032.510138	5234.498836	7038.817779	6697.311902
4422	Gene4422	6184.994959	5559.595143	5361.094722	6760.838648	6628.89688	8665.354689	5806.668816	6366.364656
2257	Gene2257	5137.835102	4890.045253	5983.332525	7217.712114	7822.629681	8257.560305	5806.598578	6215.01466
6951	Gene6951	6890.712666	5714.291197	6108.143818	6797.194791	7339.536852	6592.242096	5975.334855	5891.204042
6431	Gene6431	7107.465354	7006.527113	6712.252999	6492.68935	6036.667698	6767.778826	5752.342183	5432.071667
9792	Gene9792	4840.341163	6426.905594	5644.384581	4798.400496	6568.732583	7399.477218	8399.874047	7217.755712
1730	Gene1730	5565.154876	5473.87927	4206.5227	4495.173743	6262.37166	6503.753614	8638.820724	10138.41603
3755	Gene3755	6543.394417	6882.985295	5880.917429	7745.147525	6310.920813	5424.071276	5591.158929	6895.774273
7220	Gene7220	5546.627203	6121.790339	5444.32235	5740.865913	7024.743278	6886.015151	6672.532457	7831.407251
7171	Gene7171	5661.031284	6938.465423	6835.686202	8975.643171	5739.531032	5507.003464	5924.821203	5685.096707
7440	Gene7440	5774.904923	6179.222971	6178.611561	9262.431325	6150.258709	5175.296079	6187.873153	6358.520297
5821	Gene5821	5877.240225	6652.353344	7006.497081	7225.472219	5778.900428	6616.487289	6115.047536	5993.462021
13008	Gene13008	5265.317072	6036.72603	4815.916436	6286.762909	6845.918265	6806.115593	7334.209649	7871.909292
1771	Gene1771	3654.883901	3434.960302	5932.500509	5590.17535	6312.793064	7640.399214	9933.675806	8757.346061
11260	Gene11260	6143.131609	6725.063132	6473.398256	8370.710452	6010.415312	5515.319639	6248.386536	5760.503921
5272	Gene5272	8244.194106	7425.130748	5939.146482	4622.741842	4995.549531	5872.17192	7022.421841	7110.157182
3917	Gene3917	7193.483849	6331.661245	6421.929871	6555.833615	6703.316487	5321.457151	6591.007104	6102.58128
7683	Gene7683	5384.962061	5490.872543	8033.248146	7264.79582	6131.85103	6944.168631	5996.155418	5972.992436
6782	Gene6782	8225.927268	7963.379058	4673.720054	7941.913662	5634.400856	5361.088609	4825.460456	6590.076345
3550	Gene3550	6763.866292	6391.36499	5193.323167	7224.775853	7383.956488	6234.422675	6061.164916	5959.024524
8528	Gene8528	5115.009468	6148.993919	6889.803434	8124.032703	7759.201225	5820.444901	5577.632322	5755.910093
11479	Gene11479	4949.662302	4197.199943	7485.146828	9254.726163	6718.184007	6190.95827	5716.583732	6673.805369
971	Gene971	5699.062384	5603.323044	4881.38127	4220.510036	6891.731126	6565.192324	8101.735014	9218.054754
4459	Gene4459	5761.667121	5099.966666	7130.117369	7098.371347	5777.571894	6005.555759	6980.616289	7294.126399
167	Gene167	5056.412677	4745.161424	6324.111267	6592.315094	6767.354686	6907.815138	7647.680059	7104.05976
8641	Gene8641	6236.765808	6492.525798	6853.460207	6451.181177	6490.80406	6939.319758	6135.848619	5537.035843
5454	Gene5454	7408.594687	5872.509545	5519.798333	7002.18184	6153.06378	4347.168371	7351.706861	7464.962074
12164	Gene12164	6586.056753	6529.597567	7838.460997	5907.151008	7020.83544	5291.575832	4524.456664	7414.210078
7193	Gene7193	5590.422887	5548.640376	5804.779792	6211.755799	7633.941585	6609.24104	6306.96544	7392.48907
2233	Gene2233	4046.180415	3810.069773	4741.753483	5217.672019	9245.606123	7047.904059	7980.797965	8991.48763
10574	Gene10574	7189.88741	6745.333945	6339.699049	6446.389366	6584.059206	6442.219959	5737.030543	5587.166583
7604	Gene7604	8267.324375	5244.125599	10273.57941	4815.528353	4816.988274	5714.698182	6417.330381	5493.135023
10844	Gene10844	6933.803034	5773.513606	5728.401479	6874.622303	5416.838819	4983.395297	8339.9475	6982.076347
7547	Gene7547	6313.258606	4954.003111	6393.897319	6561.187281	8127.115834	6342.336565	6140.428096	6185.058519
5175	Gene5175	7916.080326	6971.535986	5322.949734	6322.560352	6400.753555	6430.796938	5763.400211	5886.722639
10350	Gene10350	5889.754924	5527.548031	6369.236125	5718.630724	5142.688471	5857.382614	9129.000195	7379.309755
5049	Gene5049	6266.000562	5335.491449	4806.412246	6059.873171	6225.397383	6707.441852	8207.544786	7402.147209
1081	Gene1081	5672.442541	5495.300755	5100.947333	6336.601657	4772.296292	4887.25868	8665.82295	10051.18319
7394	Gene7394	6133.566836	5825.213683	5697.779808	7562.023694	7285.322475	7245.656543	5928.103743	5273.315413
457	Gene457	6880.223269	5763.276025	8219.065826	7543.915904	7128.115021	6375.717726	4742.970494	4278.917157
6542	Gene6542	6086.519428	6673.990373	6174.026887	6634.756094	6335.941787	6615.950446	6792.71062	5603.924696
7243	Gene7243	5275.519474	5404.254984	3854.363253	6015.054172	8257.623731	7394.635805	7069.920615	7626.693283
11715	Gene11715	6577.176177	6447.860562	7049.587042	4889.429668	5793.51221	5746.592765	7765.826471	6616.901201
8313	Gene8313	6493.941592	5678.788784	7625.284166	5709.016481	5832.095253	6241.945505	6333.298572	6965.237038
1238	Gene1238	5431.721823	4659.956767	4470.310155	4152.806671	7326.443022	8467.284491	7431.113821	8934.550142
543	Gene543	4594.291608	2678.063193	13071.41399	12664.26019	6583.528583	5151.054541	2958.106386	3169.806395
2093	Gene2093	4941.356406	4809.591967	5122.844307	5117.514484	8435.028905	9038.833808	6467.139071	6934.730925
8449	Gene8449	5588.367703	6935.876149	7906.633595	6422.242788	6627.903326	6806.030613	4890.699929	5650.469451
8181	Gene8181	7370.39976	5915.632639	5109.342292	10045.68386	5996.871384	5383.435546	5529.951623	5468.410336
6313	Gene6313	6729.737942	6133.443073	5650.482191	6835.906194	6267.067812	5917.96503	6946.478553	6332.910934
9820	Gene9820	5682.403539	6052.733388	6953.725707	6461.191871	6056.259453	5211.968603	7729.22566	6665.210759
3631	Gene3631	7157.448053	6125.765575	6464.005397	6437.94312	7389.448247	5702.12596	4779.564787	6721.396552
3970	Gene3970	5925.592967	6934.69767	5554.434697	5664.816439	6032.669389	4221.165957	8402.27714	8041.217934
529	Gene529	4700.763688	3636.428782	9593.566375	10206.75581	7137.01995	5629.241878	4755.62866	5114.646293
13250	Gene13250	7167.243356	6121.211539	7231.407763	6596.545301	6128.896789	6197.644021	5325.480808	6002.125611
938	Gene938	3956.664906	3903.654786	4234.534285	3780.758107	7240.130452	6205.587041	10717.27188	10715.20864
11980	Gene11980	6551.063924	6545.393846	5187.671707	5427.264537	5765.093134	7704.840461	6421.282805	7149.043535
6192	Gene6192	7445.029954	7094.172577	6406.08583	6721.777732	5567.608343	6295.362896	5514.31459	5674.53664
13158	Gene13158	5430.423351	5962.496641	4138.849187	5734.511712	7115.621825	6252.527531	7799.767359	8282.964773
9189	Gene9189	6873.259484	8469.877169	5259.527599	7253.1668	5440.823672	5691.788237	6475.248446	5231.747426
10805	Gene10805	6774.237325	7757.428432	7284.11443	5182.20986	5529.492869	6310.51899	6169.344816	5681.281137
12574	Gene12574	7441.914881	5926.148486	6854.178273	7571.629584	6655.144174	6030.306429	5091.560099	5109.268691
6602	Gene6602	5650.510443	5316.18158	7061.761464	6698.642964	6512.604598	6303.359718	6383.54125	6741.768987
4215	Gene4215	5505.507777	5764.047708	5663.296345	6385.960749	5950.754901	6975.037829	6809.655968	7595.522212
3697	Gene3697	6324.166115	5279.270492	7010.350633	6391.976682	5993.381155	7086.928988	5839.717034	6710.169151
6555	Gene6555	5042.88345	4569.208757	7475.09299	5786.632943	7519.952683	7752.014105	6543.646772	5939.917675
10097	Gene10097	5479.611969	5531.778704	6655.398711	8286.243281	7925.785327	6818.900702	5123.374105	4804.886516
9197	Gene9197	6996.684154	5722.895556	7873.193323	6417.431891	6330.33197	7338.333341	4681.467001	5255.621375
6968	Gene6968	6653.75159	7562.087112	8177.190358	6844.668529	5682.901717	4279.615141	5626.13809	5785.566061
6755	Gene6755	6338.720919	5342.665508	6830.644779	6210.347413	7003.326459	6452.23525	5827.96981	6599.646289
7842	Gene7842	6134.558809	6182.106586	6125.096245	6472.131273	6522.165179	6613.669653	6850.806299	5684.984904
7419	Gene7419	6023.725557	5898.087974	2443.565606	7079.202636	5013.453326	4901.552214	9520.659306	9697.665948
575	Gene575	5365.545216	5482.987724	7874.866492	8014.857636	7955.634936	6640.80253	4622.840756	4619.29196
7256	Gene7256	5964.146351	6536.625459	6389.816836	5921.875572	7284.626379	6495.708258	5560.447849	6417.46394
12862	Gene12862	3883.880535	2580.20061	7650.830042	11183.34844	6526.390048	7011.847434	5883.21941	5838.01052
9141	Gene9141	3224.642795	3676.939938	8647.15608	13074.54564	6069.990286	4629.324907	4302.110621	6925.694972
9044	Gene9044	7682.84158	6951.579726	6418.775068	7347.080715	6188.524234	5282.372988	5127.991544	5546.736435
5975	Gene5975	4274.655007	4066.333663	4380.298895	7078.942814	8216.382935	8129.892022	7271.421452	7126.536056
7230	Gene7230	5361.467057	6466.870037	7070.974865	5872.075114	5559.143992	6944.875486	6942.29323	6323.83502
8874	Gene8874	5115.944087	3925.182199	5355.638234	6557.472202	8078.60265	7222.981838	7069.050381	7197.046735
4211	Gene4211	6077.323341	6627.772026	4454.77841	6642.306601	5436.490818	5837.645816	6988.203294	8420.916353
4732	Gene4732	5979.57972	5493.839843	4132.450497	6474.366934	4804.72499	6020.782167	9896.552641	7681.054127
78	Gene78	4827.834911	4806.922362	7067.364465	6193.904253	7001.71202	7684.511807	6460.633219	6427.253183
6612	Gene6612	5654.929228	6206.32235	7256.975595	6101.810642	6502.030431	6182.067902	5360.922216	7203.883901
11109	Gene11109	5257.740854	5090.189727	7658.243885	7780.678776	5923.122221	7027.301824	5488.444216	6235.178058
11154	Gene11154	5976.855272	6291.181773	6231.492096	6124.597321	5242.652345	5884.995456	8265.175751	6436.787169
7565	Gene7565	7664.826641	5152.219236	5727.27195	8367.481168	5858.91175	5496.665967	4890.321491	7272.720162
8045	Gene8045	5683.656787	6206.725388	5568.448819	6852.833346	7306.314512	5952.390768	5878.564003	6975.063802
9415	Gene9415	6571.773609	7066.434675	6476.217232	6399.846711	6103.551154	5583.730614	5576.116107	6645.540779
12107	Gene12107	6075.778743	6949.58484	3900.408612	6230.028849	6794.923714	5890.797194	5870.547449	8696.861718
5805	Gene5805	3422.433937	3255.982157	6849.64123	11354.67108	7628.846655	4417.608789	6425.926885	7027.648857
13684	Gene13684	6461.815159	6620.140811	3906.769074	8490.988644	7105.121908	6377.188146	5742.152417	5675.9054
4069	Gene4069	7317.634121	6550.124245	6009.438741	5549.433316	5627.493958	6306.306218	6616.095358	6400.010458
6966	Gene6966	5959.508794	6099.72	7092.44581	5780.659402	6613.967165	6710.55406	6018.276241	6095.823676
5743	Gene5743	7485.360492	7585.198606	5748.191721	6145.380993	6327.364407	5941.000901	5870.176638	5251.579414
11578	Gene11578	6120.466274	6288.177539	7449.756727	5583.949452	6044.559781	7445.789364	5376.060017	6044.581344
1778	Gene1778	2139.041248	2098.297945	3144.335132	2508.650278	7519.851419	8323.503365	11238.28374	13351.58597
13445	Gene13445	6081.251261	6955.546576	5528.366168	5917.436835	7243.151155	6847.338655	5584.751696	6160.856753
9570	Gene9570	5836.241222	5746.795895	6858.133563	7216.112646	7394.330495	5685.309073	5450.987634	6128.109645
11966	Gene11966	7283.674979	5621.511545	8174.81178	6590.582422	6034.831191	6529.847488	4513.748571	5567.003839
10352	Gene10352	5679.619541	6361.79944	7901.925234	5842.865424	6886.898847	5936.994677	5663.188473	6034.152325
465	Gene465	5067.218767	5068.430637	11227.97724	9040.528986	5471.258798	5302.308623	4845.597131	4271.303318
11839	Gene11839	6410.852799	7069.536851	5486.886986	5354.770472	6042.287124	6936.85548	5515.878095	7476.173868
6884	Gene6884	5797.410784	6106.642157	6753.578948	5824.616146	6670.377306	6099.754119	6582.482729	6455.139162
9371	Gene9371	6586.089429	7849.24611	6559.905758	7092.399562	4722.389038	5418.60704	5709.951511	6332.133104
9486	Gene9486	5897.04708	3778.70361	7072.99488	8581.558095	6466.821749	6913.898441	5778.590275	5776.520735
3408	Gene3408	5638.413553	6244.421099	5000.238877	7327.659519	6276.492514	5195.249161	7803.151207	6775.164293
3784	Gene3784	5517.171983	6864.077052	5344.489899	7950.534828	6283.715052	7582.813851	5436.860331	5277.805232
13075	Gene13075	5367.180783	5816.079413	7363.453566	6492.17324	5834.407991	6219.33143	6909.734763	6233.180306
5531	Gene5531	5562.103362	6723.489363	7727.683209	5922.863561	5978.798828	6086.862274	6553.040856	5675.39903
7932	Gene7932	5321.872183	3882.373381	4638.892025	9468.17252	7976.589708	6551.239462	6098.163252	6272.292903
6739	Gene6739	5661.771156	3568.821315	7074.640653	4966.447715	7112.939546	7155.852021	6429.900024	8230.597218
748	Gene748	6291.381165	6491.167498	7984.435068	7148.508992	6248.482531	6734.7442	4369.505861	4926.404272
5210	Gene5210	6660.726063	6264.540697	5251.564907	4873.737347	5483.17479	6584.544672	7685.285394	7380.033272
11947	Gene11947	7520.468044	6516.5585	6611.036765	6241.146345	5871.810545	6202.8445	5198.951735	6002.688191
8670	Gene8670	4727.520644	6262.239641	11236.65795	6616.385223	7121.727834	5973.996419	4188.859945	4028.980045
7955	Gene7955	6911.514848	6615.197135	7380.32638	6642.862703	5752.865106	5694.368073	5732.166911	5422.9917
10513	Gene10513	5647.757539	4910.600214	6028.663339	4536.456426	7700.690464	7264.345441	6448.838771	7611.275737
