	Gene	X0h.a	X0h.b	X2h.a	X2h.b	X8h.a	X8h.b	X16h.a	X16h.b
7444	Gene7444	10281.58476	7977.016707	9497.588804	10503.97695	9875.527936	8834.148141	8755.582388	9346.386176
496	Gene496	7038.400689	6227.554092	12717.38484	16161.24566	10455.3202	9685.919157	5593.168141	7179.273389
7933	Gene7933	12210.13171	9568.331027	2616.418817	8059.393966	10950.21721	14043.43274	7374.852341	10232.57686
739	Gene739	8022.428893	8443.884724	14001.48009	13701.52696	6800.017825	9719.815775	6835.60002	7507.366714
7063	Gene7063	9766.108546	9828.721217	9079.028579	8182.571095	9418.359601	8732.738028	9945.866591	10074.05254
378	Gene378	4331.385379	4067.22661	14707.00259	19960.92172	10529.82849	8314.559324	6331.105943	6762.048844
5376	Gene5376	9107.2923	8994.251605	7558.175199	13276.13323	10593.6612	9774.318351	7688.485051	8004.708491
932	Gene932	8212.017724	7831.92272	5711.901322	5797.66548	11574.6991	9923.044639	12692.2227	13233.38433
4087	Gene4087	11289.28747	12103.12993	6748.659736	10045.98934	8747.309496	9001.727167	7716.355859	9318.903599
13629	Gene13629	9746.045539	9651.276793	9145.910244	10446.40622	8090.0505	10124.02525	9170.54486	8590.811341
6682	Gene6682	9412.958377	7336.895694	5848.358706	15623.47148	11955.13261	8850.576942	8463.319075	7471.944511
9014	Gene9014	9501.906945	9104.91525	8667.949527	10535.16152	7722.335192	9641.226296	10093.533	9690.447046
4520	Gene4520	6652.696637	7435.320529	7125.499575	9569.336757	9919.763159	8448.988814	13500.49179	12302.33529
894	Gene894	6233.68732	6785.459596	6948.224599	8244.077529	9914.1413	11430.35169	12935.02712	12463.14902
8916	Gene8916	9451.002266	10385.15539	8775.833295	8076.293497	9921.647581	10104.80649	9514.429166	8713.730864
734	Gene734	8124.012789	7934.688719	11572.18534	12442.66113	9470.757001	9854.750846	7492.154405	8024.429991
1926	Gene1926	8106.929197	5967.767376	6783.44027	6684.447444	9437.30843	9112.365175	13278.24615	15538.21334
2442	Gene2442	11742.55748	14516.99832	9555.390733	11016.3687	6286.36605	7275.497137	7351.070968	7144.467954
9428	Gene9428	10936.11553	9051.684882	7815.903806	11038.052	10092.10968	8175.813272	9053.856244	8724.796027
1126	Gene1126	5923.254542	6449.028263	7739.180927	9598.470148	6905.991933	7138.038208	15225.93942	15900.06316
7797	Gene7797	6907.67815	6113.526536	10756.00424	6720.869934	11318.05115	9514.391454	10782.68127	12744.07018
2196	Gene2196	1511.237206	2009.388558	7469.320867	7545.854539	18220.45659	15898.72072	11008.19517	11191.4068
6798	Gene6798	11247.60602	11514.73666	6696.048905	9861.415711	10264.12796	8501.238832	7883.663253	8851.750832
7328	Gene7328	10268.30033	10316.00436	7846.236332	10821.59217	8876.578618	9774.012693	7778.053588	9129.08395
5216	Gene5216	7555.428086	8277.121188	9156.322228	9018.673742	9804.344235	9307.588601	10524.80431	11161.93406
1387	Gene1387	7320.367951	9139.905856	9151.616032	9512.179807	7790.788148	7938.672644	11881.90997	12069.32118
1665	Gene1665	6849.208775	7624.260086	8299.385107	6808.29665	10908.91448	8471.525619	13549.51044	12286.83599
12714	Gene12714	8360.939997	9970.835774	9362.568684	8831.816944	9584.809807	10987.57583	7167.84964	10514.40013
13516	Gene13516	8301.407789	9518.755934	8430.786213	9243.622056	9233.463933	7944.625211	12767.06204	9339.098092
12615	Gene12615	13204.88088	11986.5273	6958.885665	8965.6619	6365.781778	8453.663264	9187.508183	9653.242296
438	Gene438	8243.745118	8340.770808	14478.31034	11572.10745	9737.097634	9404.403324	6476.110456	6519.756574
12927	Gene12927	5871.945197	6026.099517	7764.719687	10549.87033	13463.66947	11309.25546	9140.991311	10634.8962
1693	Gene1693	6598.728308	5958.26499	6610.991987	6903.713413	12079.60106	11811.69382	11448.10078	13348.23238
13137	Gene13137	7979.211067	8374.387026	10629.89326	9039.261834	10195.82272	10153.07525	9694.674133	8686.457794
10432	Gene10432	7319.938543	7855.207175	9502.289969	7485.490925	11990.50531	11184.21409	9238.899091	10130.35242
816	Gene816	8199.877883	7664.920781	15322.51667	13582.24036	7507.647608	8018.056206	7099.585781	7311.129962
9380	Gene9380	9196.535509	10139.66232	8827.91146	8504.986503	8449.765692	9123.205401	9970.698197	10472.68296
5795	Gene5795	8680.56494	8522.839855	7512.604386	11227.4389	8829.972554	7968.610674	10779.57954	11142.35777
8036	Gene8036	8872.699927	9754.723796	8896.288625	9449.450578	9211.686986	8435.061062	10490.98732	9499.052657
3730	Gene3730	11431.34182	10213.38717	8252.189501	9484.1582	8390.016581	7959.311651	8646.96463	10218.52088
1335	Gene1335	6538.401259	7742.995818	7252.187212	8537.90712	9601.887762	8619.34331	12899.00833	13391.75164
12347	Gene12347	10059.514	9287.264431	7249.289686	10299.0693	9340.299874	8950.376414	9195.701363	10194.22191
4558	Gene4558	8767.30341	8678.055509	12146.2386	9166.349858	10182.57904	9718.720075	7718.144105	8193.760183
4067	Gene4067	8975.894354	10443.62613	7784.673256	7102.050236	8000.064387	11077.70182	11745.00203	9440.479826
13650	Gene13650	10017.41557	8074.333824	9594.406308	10397.641	10158.0604	9231.290082	9074.784506	8014.848355
3673	Gene3673	12651.39468	9006.702155	13042.4468	10843.71159	8573.30544	9558.051375	5213.554362	5670.536962
1952	Gene1952	5223.874524	5077.351507	8240.273419	10097.65444	13823.19314	12220.55219	9823.698151	10045.57232
11095	Gene11095	13944.91642	11784.30402	5115.626462	10531.34578	6409.893424	7124.045982	8687.11991	10944.79336
2149	Gene2149	5766.625282	6878.712988	9900.247476	9361.946357	12260.87258	10660.35863	9564.422797	10146.8162
1031	Gene1031	3948.715246	3361.1477	3172.130795	4255.606489	6145.573281	6350.680083	23578.42403	23673.55259
310	Gene310	4369.851763	3591.906652	16427.93938	18134.62444	9678.882327	9279.73088	6013.624716	6962.847577
7877	Gene7877	9441.993197	10257.19153	8197.022161	9951.693117	9366.253218	8363.601384	9782.490687	9088.822083
593	Gene593	10454.50602	9449.728393	14382.46407	11602.26676	7602.189004	7902.102034	6695.864525	6329.440051
240	Gene240	4548.308083	3724.440898	15974.87742	15080.94612	10938.13457	11909.96244	6008.834871	6207.546838
9340	Gene9340	10006.47658	10394.76925	7930.82124	8881.000692	7639.117768	9575.748122	10012.3911	9934.035874
3732	Gene3732	6461.420168	8620.240846	11201.15118	13473.37153	9236.702218	8395.369369	7879.885746	9106.13824
8948	Gene8948	7330.234699	6457.83213	8312.93061	5769.312974	11678.06338	13712.0671	11350.22914	9755.778983
9295	Gene9295	8812.358172	8692.690264	10688.498	9814.925195	9479.037178	9021.304155	9065.878058	8761.97836
13010	Gene13010	8259.515736	9541.248508	6400.037188	9306.262874	9907.891306	9602.880538	9905.772255	11410.62817
231	Gene231	3029.770774	3661.561333	10047.65994	10209.32441	14127.95574	11907.33371	10380.48251	10966.00678
3780	Gene3780	6970.188037	7883.542091	10051.31192	9409.06077	9025.320566	10420.08191	10838.81681	9728.618248
12865	Gene12865	9836.480938	9825.906191	7471.760925	9653.371518	10584.57723	10984.61573	7883.148819	8085.477902
10572	Gene10572	9788.01284	9197.315097	8686.033829	10929.45903	9972.035694	9241.074652	8623.242762	7883.142792
13150	Gene13150	5891.660056	7318.867047	10190.35592	9852.450597	11745.15071	10165.63145	7928.463238	11198.97363
8816	Gene8816	9830.662142	9838.142184	9195.283241	9785.861925	8454.265156	10831.59488	8334.906249	8000.406307
12690	Gene12690	8801.101982	7040.300662	9143.550078	10754.13596	10320.24074	9951.253225	9671.37024	8574.719507
11783	Gene11783	8020.248963	9593.885783	8960.649588	7671.549883	10337.78917	9792.60171	9715.636325	10158.90126
8333	Gene8333	8586.550184	8472.824253	8613.599658	8935.282761	8370.863875	8884.679099	11467.85187	10914.14956
8983	Gene8983	8178.387358	8995.841834	9386.325972	9351.506512	9514.602708	9922.063962	10486.04587	8408.019589
4964	Gene4964	8069.086847	8118.892891	8505.157491	8330.503734	9222.622258	8276.075328	11762.01945	11958.30532
6959	Gene6959	9144.757416	11498.61411	7853.291309	9010.196399	9868.819386	10314.70487	7603.359213	8946.136443
12912	Gene12912	11086.30757	11503.65082	8540.686808	9556.147264	8434.347291	8726.767607	8197.523041	8192.762031
1553	Gene1553	6185.941153	6741.566814	4300.689533	6651.580812	9545.917274	9334.807284	15397.82414	16078.31225
2280	Gene2280	6836.138837	6991.397944	9181.898422	10088.98817	12932.22966	11516.91577	7985.766009	8694.445715
13404	Gene13404	9555.462397	9859.837151	7599.615178	11148.04293	8639.252881	8098.96957	9751.269375	9572.015252
6009	Gene6009	8493.289694	9017.535552	8105.006875	9172.149467	9751.698066	10052.92192	10184.60095	9444.495818
11396	Gene11396	9772.678289	10699.58712	6071.717633	9503.435573	9201.09473	9475.912552	9468.414696	10024.94184
9936	Gene9936	9023.188447	9775.988403	11233.03247	11698.72332	7810.648697	10296.60007	5906.762417	8469.615472
5753	Gene5753	4022.150738	3439.76545	13704.41946	20376.38212	12890.94241	9097.197321	4160.761737	6515.805955
8114	Gene8114	7365.97609	6859.341234	5371.236397	10428.8635	8871.209806	9510.233749	12410.39031	13368.1734
10690	Gene10690	8183.477319	8473.720851	4035.432731	9846.288253	8953.592263	8890.888641	11561.44061	14233.45239
3854	Gene3854	8841.832734	6555.840522	9905.796555	10931.09897	10650.96954	10976.00184	8542.270889	7773.011344
3403	Gene3403	9298.328011	8633.046015	9552.251841	10073.66719	9010.671266	9360.4671	9294.426639	8924.71446
7812	Gene7812	9664.593144	8402.322269	7445.192312	16565.88969	10121.88858	7792.362842	7029.942443	7123.54619
2341	Gene2341	6493.197438	7089.503635	8645.411424	7664.735886	11285.87682	10811.11271	11197.1438	10953.1926
13057	Gene13057	9973.018138	10111.29295	9083.601408	7819.749953	7994.940888	10051.63902	9237.199748	9866.361636
4040	Gene4040	7507.223967	7696.852137	7945.116491	7618.123411	10990.17803	9813.238965	11251.00734	11314.99645
12246	Gene12246	11418.90077	9804.322309	8698.115154	8595.447502	8876.240091	9285.021164	9594.940831	7863.633391
8561	Gene8561	9387.883545	9094.035214	11776.71254	8957.60182	8980.448788	9832.719936	8579.718298	7493.479526
9805	Gene9805	10120.48488	8190.768967	12001.82264	9959.579413	9854.568457	9309.759072	6737.689223	7923.454374
7	Gene7	6417.582296	6823.674215	9085.390555	9891.676341	10922.77118	9282.000322	11177.00674	10486.48042
11630	Gene11630	9154.587716	9380.531261	11287.60615	8755.441657	9779.204849	8480.933565	8688.440454	8557.982264
7929	Gene7929	10725.47558	9402.780864	10688.80428	8486.21272	9972.754706	8827.331753	9085.189168	6888.217179
8252	Gene8252	12399.71716	7991.457403	8845.327507	9180.956183	8950.72645	9577.178984	8284.669804	8834.858134
13395	Gene13395	7145.277508	10449.4111	6779.239923	9804.354158	9498.496947	8857.543207	10668.29835	10843.04362
11126	Gene11126	10539.30992	11808.48704	7562.178739	9210.669419	7487.372884	7771.576453	9703.517369	9959.461092
501	Gene501	9157.831282	8379.771215	14556.75906	14783.50538	7396.340184	9341.648301	5148.993231	5276.259158
2271	Gene2271	6090.739842	5900.372235	10502.06041	9955.483359	13113.99309	10595.20203	8101.263302	9775.675135
7832	Gene7832	10449.31714	10677.37349	6238.123987	9043.353157	8875.260966	9499.085936	8993.643638	10243.41284
11587	Gene11587	10336.84274	12531.11572	8681.011604	9120.441619	8725.808788	8218.271836	7469.80771	8931.155764
2154	Gene2154	6445.980513	3793.615022	4279.386446	4924.135762	12878.91756	15458.08831	14114.58288	12115.37169
11671	Gene11671	11468.47403	9434.582516	11988.11102	8530.095242	8570.975804	8857.336619	6318.28414	8839.168213
8230	Gene8230	10973.94226	9856.679932	9042.776424	18169.48839	6982.847979	6212.36746	6624.581105	6144.055293
11379	Gene11379	8329.459177	8092.631164	7729.69138	8856.546315	11364.2424	9063.235891	10413.53865	10157.19553
3725	Gene3725	9662.117736	10345.3696	7993.423919	8769.048786	9086.94005	7846.751156	9915.195589	10385.10325
1619	Gene1619	6456.998214	6636.907928	4934.246943	5009.831309	9117.069082	8060.957882	16862.37419	16913.40544
3838	Gene3838	8716.972039	8610.783385	10439.03692	10299.99136	9474.951373	9518.110528	8352.10715	8556.572977
8187	Gene8187	10973.2337	10486.62252	5782.990374	7716.74249	8718.188639	10094.25993	10170.42805	10020.45373
8378	Gene8378	7519.812611	6714.597517	11426.57479	7678.38968	10658.57323	10191.18677	8522.007649	11243.64486
1077	Gene1077	7119.106964	6818.066021	7722.242306	7076.601498	8951.300515	8227.061248	12906.37026	15111.68191
4171	Gene4171	12675.67077	10672.48025	9607.246755	7840.715561	9213.573822	7710.508463	8394.715732	7813.718047
7074	Gene7074	7277.870205	7136.158306	10198.82146	11065.09009	9572.778282	9086.504372	10352.63625	9236.40892
1639	Gene1639	8584.03675	8744.384897	7117.534396	8535.128292	8820.171186	8523.258603	11114.46443	12471.19434
1003	Gene1003	6824.76804	6818.138875	6589.222005	7490.895666	10955.50007	10764.60028	11671.34415	12790.27928
7971	Gene7971	10147.5424	9233.859256	8172.109188	8128.923654	10159.59859	9592.482594	9382.378728	9085.764018
6050	Gene6050	9372.315616	9015.980954	10618.30263	10224.94233	9484.905985	9201.935278	7072.475376	8910.468902
8479	Gene8479	10883.12014	10461.16446	8850.65242	10724.2623	8474.547536	7828.498627	7865.011747	8794.184545
2371	Gene2371	6925.481076	6415.157882	6623.696623	7315.10881	12990.38343	11643.65646	10379.11242	11587.49473
12312	Gene12312	9908.128355	6472.508531	8341.343963	13977.09107	10852.88785	9260.285682	5777.305461	9280.113781
12841	Gene12841	9462.007007	9734.731672	10414.31049	8340.650831	9405.530828	9218.374731	8837.721803	8433.753227
9222	Gene9222	8389.77758	10601.1754	7929.159545	10762.36777	8199.739467	8204.334169	10124.56685	9634.219614
6297	Gene6297	8873.836304	9764.851927	8412.335171	8287.804372	9225.574605	9088.032985	10495.80436	9696.669635
12134	Gene12134	9711.57399	10477.25135	8553.573285	8396.64346	9487.428242	8673.597685	8311.019641	10225.87545
4534	Gene4534	8796.558852	8163.12673	9596.736391	9660.328776	10696.71486	10119.79537	8710.600854	8088.131902
1772	Gene1772	7686.67105	6684.60878	7033.543214	7425.689033	8128.119971	8215.424476	13484.84607	15127.00714
11215	Gene11215	9066.126287	6260.127477	9554.604693	6821.711724	10329.16418	9496.527677	12234.91272	10018.3287
11354	Gene11354	12074.25441	12253.07279	3099.312274	18539.23637	7830.669451	7307.177999	6409.062244	6255.157513
13361	Gene13361	5817.967114	6924.572213	4925.43049	10372.33613	11073.87614	9948.300978	10926.88558	13775.96631
13595	Gene13595	11696.48458	11647.09893	3997.927091	8865.540652	7422.758153	8726.700155	10537.82613	10845.10103
12559	Gene12559	11111.63538	10569.60583	8376.818539	8566.885557	8530.263038	9773.910488	8833.61491	7958.113713
13669	Gene13669	8370.985413	8887.10984	9675.73775	8790.041943	11161.8721	8991.741288	9324.503895	8515.77364
640	Gene640	6974.067456	6671.784329	10529.29801	10879.07347	11461.63305	11992.96618	7427.804414	7771.672219
5606	Gene5606	8336.847513	10760.12546	7395.578119	10106.70643	8837.886449	7512.630676	10555.16942	10182.12719
3102	Gene3102	10780.94339	10004.48018	12016.9267	11799.96643	8371.143374	9051.583593	5381.084627	6278.032115
6834	Gene6834	10483.65327	10631.58816	11665.88337	9125.712261	8100.029056	9183.113067	6897.622894	7572.63535
2228	Gene2228	3599.487345	4063.900705	8276.503299	12526.92927	14459.62279	12859.57179	7844.747326	10018.29117
7196	Gene7196	9671.835753	9446.078708	8846.353666	10426.88102	9136.185669	9102.719496	8313.185696	8691.592729
6490	Gene6490	8307.783811	9182.960261	8741.343042	7856.995739	9022.671475	10282.45488	10531.80435	9692.81832
3764	Gene3764	7810.709598	8071.245883	7575.276532	11601.69305	11226.74144	10487.44172	9781.012905	7054.041156
12702	Gene12702	7481.890281	8455.655669	9801.840086	10302.00001	10865.45909	8873.155784	7646.803127	10173.21873
9891	Gene9891	8870.029849	9736.371441	9562.736438	10502.96759	8768.412192	7680.758793	9159.193383	9319.440886
4325	Gene4325	9798.28076	10544.09057	8711.906616	7736.749802	7429.535967	8058.947111	10736.87629	10573.55668
5165	Gene5165	9816.962689	9330.199744	8679.363671	8729.809725	9669.590621	8998.075267	9356.821707	9004.560782
6179	Gene6179	9961.982446	9112.560341	10641.59701	12546.05924	8904.13101	7545.887772	6786.670927	8082.400849
6664	Gene6664	9020.50805	7386.473464	8524.336806	13140.05076	9799.825742	7621.564272	9380.938184	8705.925291
2353	Gene2353	7609.434612	6626.721408	8600.443395	7308.106456	11128.23657	10922.81133	9919.109368	11457.96946
2819	Gene2819	10066.37454	11074.76753	10726.00581	10096.84002	8742.501984	9533.890977	6702.26628	6628.954575
279	Gene279	5807.923182	5652.29128	14491.10939	13555.69393	10763.91128	8362.051152	7682.811701	7214.408174
4012	Gene4012	10097.44628	9553.118037	9909.082007	10440.01545	10399.61843	7827.925741	7861.503441	7423.873817
7682	Gene7682	8462.191582	9525.543206	8963.011392	11634.67679	8854.889078	9333.53676	8302.755576	8426.181152
2504	Gene2504	13502.81037	12834.96817	9978.103459	8716.805951	7486.219845	8511.538296	6619.117186	5842.74257
2830	Gene2830	9898.639587	11361.4587	11061.13959	10828.53669	8584.079695	9748.433402	5581.845844	6427.274787
7342	Gene7342	10441.61388	10555.34859	6835.619442	12399.95794	8017.33783	8475.125717	8054.789512	8709.683381
11429	Gene11429	10561.18348	10405.4688	11503.37098	7430.678518	10128.96522	9903.786349	7182.789836	6362.902178
9353	Gene9353	9700.348609	8776.675286	9675.228439	8953.524878	8790.603331	10532.32294	8021.900103	9008.249383
129	Gene129	4236.139205	4433.35416	9956.133942	10057.89574	11285.60712	10951.0352	11391.8112	11144.55206
10623	Gene10623	10003.27912	10819.39332	7366.599089	7490.246617	10096.23398	8315.253014	10604.43564	8750.757772
5643	Gene5643	9375.073361	8766.565257	8240.810668	7491.758904	8887.157526	9465.360632	10341.17273	10878.27507
882	Gene882	5892.137067	5731.354168	5494.256343	6316.382135	11565.81262	10139.72391	13031.32641	15273.42573
1140	Gene1140	6300.181369	6598.603693	6570.303059	9845.02122	8344.755893	7982.368929	13012.17831	14788.54506
10876	Gene10876	7500.774498	6096.689832	9566.325302	7970.129716	8172.554696	10280.76876	12500.96584	11347.68046
11053	Gene11053	3706.653742	4478.378351	10240.07887	14744.50933	12666.90355	8256.537493	8217.635121	11121.8776
1323	Gene1323	8004.919773	8144.515254	5278.8017	7490.318198	9128.693773	8660.525136	12783.5707	13940.95226
1312	Gene1312	8564.107087	8504.438473	6545.31337	7757.512879	8579.269231	7978.232201	13640.44869	11856.7542
5282	Gene5282	8906.837589	9594.411315	9116.374424	9564.606219	9228.078732	8955.006125	9329.978243	8728.575369
9719	Gene9719	8898.624312	10519.99232	8806.03305	9325.380383	8158.676056	9618.275798	9116.083804	8968.225139
5323	Gene5323	8342.962176	10245.64864	10023.39998	9565.740813	8651.334224	9643.055054	7472.418449	9454.631241
13091	Gene13091	8110.02609	8913.949776	9677.875132	10053.72279	9126.532414	8534.092384	9512.063153	9469.27907
5551	Gene5551	11049.74808	10134.06741	9884.211045	9004.105343	9552.057933	8891.123956	7316.213334	7565.53435
3144	Gene3144	11084.57188	12599.75755	10948.07733	10136.50761	7526.804901	7781.579493	6847.607271	6471.579522
7825	Gene7825	8552.691841	8076.431847	7410.284603	10831.9859	8748.744269	8460.232147	10423.97983	10878.2213
5220	Gene5220	8155.954239	7609.627467	9779.054619	9502.245796	9368.053558	9989.57805	9858.518743	9084.997795
6305	Gene6305	8787.66091	8619.053486	9553.172976	8482.374204	9660.569938	8162.029284	9974.977312	10096.95441
6832	Gene6832	6971.468434	9638.224918	6853.441733	9404.76856	9463.87213	9541.37625	11092.61374	10366.5394
10402	Gene10402	7574.057808	8612.791173	8449.391	7767.955737	9672.914379	7948.362482	11801.3193	11505.34276
2501	Gene2501	11651.64043	12692.73718	6404.22429	7790.217379	8427.872097	9387.997732	8421.340561	8550.775917
1662	Gene1662	9673.785574	8574.946968	2719.491331	6225.232693	6876.834773	7199.720899	14969.62886	17069.07799
13365	Gene13365	8112.381031	7950.804056	6831.933669	9773.307844	10080.81528	7929.750882	11850.12377	10767.88639
7850	Gene7850	8832.526637	6918.495323	7605.498151	6666.637517	9098.851421	10379.45195	11082.7242	12703.5788
9395	Gene9395	8697.956918	5885.892644	8939.669524	7046.320636	15815.99696	13648.77834	5756.280656	7492.811531
9950	Gene9950	10632.71481	10832.46833	9117.033507	9528.241927	7028.14857	9192.314845	9158.794428	7781.247389
343	Gene343	4134.848846	4298.651488	10594.90266	14718.58288	12768.07534	11463.93815	6788.336068	8502.000366
9876	Gene9876	7609.629914	8147.383331	8695.753806	8944.711219	9261.244172	8370.79727	10948.55888	11287.71836
627	Gene627	6310.497573	6234.497666	12114.8325	12285.32454	11749.06522	11380.5931	6648.321716	6532.747009
13744	Gene13744	8832.819062	8195.206973	9152.839239	8848.979471	9415.110674	10050.45565	9907.622006	8813.600615
1966	Gene1966	6870.923419	6292.904736	8854.56574	9085.54352	11671.92684	11736.28115	9852.101542	8835.967296
4623	Gene4623	8556.750811	8948.822198	7968.650741	8923.593583	9243.697928	8696.629463	10595.13138	10211.14085
5348	Gene5348	9224.020998	9413.091173	10506.84897	8783.793565	8579.098537	9739.298837	8504.094862	8376.865757
10390	Gene10390	8080.137444	7779.179587	9103.821784	8698.167488	10872.15276	9447.93964	8950.771299	10193.96365
1291	Gene1291	8177.209913	7860.40021	7395.186176	5822.985049	8586.440275	10498.48202	12915.52093	11868.56039
2046	Gene2046	5537.044226	6383.898664	9973.278619	8346.527351	12709.53979	11981.27577	9066.262235	9120.865239
4634	Gene4634	8351.941457	8112.92565	12822.63359	10211.44647	8572.385441	8399.561749	8403.69162	8241.891723
8513	Gene8513	6617.048903	9210.287076	10168.25851	11758.86916	9186.280943	9792.549906	7801.530103	8570.177889
270	Gene270	7162.591007	6852.846865	10818.22411	12085.62869	10056.00034	9789.609455	8778.832378	7559.421891
5719	Gene5719	10034.53649	11287.17247	7445.609021	10249.36481	8633.164586	7643.498033	9039.185764	8765.40693
4457	Gene4457	9830.874967	9274.364742	9355.849061	10113.0605	9198.045662	8184.144965	8496.404286	8628.789395
6824	Gene6824	8870.607898	8451.077799	10268.07373	8933.947975	9899.771214	9521.998749	9687.001958	7428.687708
13612	Gene13612	9883.638598	9364.278066	8038.217426	9339.21921	9985.805624	9017.086787	8240.928079	9187.751746
539	Gene539	7227.729555	7488.354455	13836.89805	12145.66003	9479.235179	9383.216987	6936.011263	6540.294731
5590	Gene5590	7225.044155	8817.523803	9588.89086	10583.46069	9639.622883	9035.503189	9217.118502	8929.635719
13567	Gene13567	9978.138376	9287.405806	5262.217363	9181.423771	8237.871274	8383.038149	11479.93787	11215.72126
9498	Gene9498	9986.027152	8913.922494	9348.294098	8516.808879	9607.191701	9265.997579	8631.550073	8733.064588
873	Gene873	5097.272185	6517.139483	6375.685098	5044.691914	8511.230592	7195.75204	16316.85478	17937.41862
6814	Gene6814	9513.227574	8900.028199	12901.33677	9892.323656	9883.075649	9864.920349	6143.71176	5890.880675
8369	Gene8369	9756.60877	11715.40233	7634.226295	8955.109734	7305.082465	9257.115595	10090.15593	8266.277207
13645	Gene13645	11606.8851	8907.289036	6333.616672	9877.442987	8741.522684	9668.205258	8734.71219	9093.67087
10448	Gene10448	7199.243621	8438.288133	6849.341579	8952.972156	8916.263864	8334.33654	10530.64425	13738.22208
8938	Gene8938	7711.680639	7788.786642	8494.515744	8028.736785	10236.7359	10518.99093	10931.29937	9237.621472
2330	Gene2330	8083.213525	5535.232081	8305.350344	8871.665065	13386.72391	12292.48144	8219.636148	8249.712787
4414	Gene4414	9822.850806	9019.51522	10744.19858	10333.26932	8359.475677	8695.408036	8387.701914	7572.732855
2284	Gene2284	5902.520569	4462.340653	10032.9692	12177.70833	13542.47086	12129.39524	6917.588946	7737.840957
5124	Gene5124	7915.782322	6061.467908	7540.4765	7909.109395	10307.32015	12155.13569	9216.097802	11779.90452
6410	Gene6410	8970.66766	8764.018031	6978.996536	9037.605228	8954.656609	8459.315807	10600.43387	11088.12818
10836	Gene10836	8848.812064	6816.345784	8696.117752	6198.825174	10473.44043	10969.79003	10068.89896	10756.66778
13690	Gene13690	8792.64614	8939.392714	10655.81753	8796.679229	8813.02238	9513.017239	7676.826806	9615.01246
7957	Gene7957	8422.836812	9135.970982	8500.724743	8973.593837	8087.398443	8183.662024	10853.17752	10628.15384
1621	Gene1621	7300.04878	8130.890466	8360.534142	8072.212053	8942.338882	8551.278277	12141.45998	11280.9682
9305	Gene9305	10559.66209	9314.81444	9799.137401	10192.10318	7382.236033	8500.539066	7950.023646	9075.034616
11139	Gene11139	9289.880839	8400.883572	8184.204475	8161.25054	9566.068223	9723.369952	10403.69235	8999.433319
12756	Gene12756	9132.145727	6564.330943	11720.44455	10510.81278	9601.599592	9441.416942	7981.691682	7775.949134
13261	Gene13261	8989.409034	6212.080042	9882.544849	6243.037031	12503.17202	9541.972963	9329.525479	10019.00204
1972	Gene1972	4476.98809	5304.70778	10946.89161	9191.840685	13353.32896	11641.66752	9075.201008	8721.64094
7876	Gene7876	8914.818383	9324.573492	5594.211119	9517.546435	9424.415879	9208.494898	10540.06585	10165.655
12586	Gene12586	8659.964339	8449.293028	7709.015049	7612.101141	9710.541899	9294.770936	10801.53079	10443.8835
1402	Gene1402	3802.635371	4691.179102	4294.41799	6201.979959	12946.11356	10495.42492	16113.20211	14114.21009
12971	Gene12971	10492.14925	11308.05494	10629.17235	8506.231208	8796.93332	8912.540894	7294.032402	6702.645821
7824	Gene7824	8137.563549	7811.365886	8249.290676	9967.101989	9173.511335	9413.505671	9949.775405	9915.93605
7865	Gene7865	9227.796271	9040.28161	8418.565287	11570.29647	8445.069623	8790.824111	8963.68071	8156.66165
7122	Gene7122	9601.908455	12413.28405	10801.07973	11312.45201	7132.531291	7758.55766	6937.284026	6653.905099
940	Gene940	8281.688073	6019.184226	6305.71764	7866.811729	9354.044275	9084.579256	11973.48692	13675.46867
5188	Gene5188	9664.129081	8189.238025	12696.01702	9624.249144	8527.964888	8853.801421	7722.063529	7253.630003
9094	Gene9094	8571.868483	9091.865492	8013.47009	9187.434983	9389.398857	9615.440278	10021.62096	8637.983162
283	Gene283	6447.093693	5946.982378	11814.1898	12603.11526	10988.53832	10123.0493	6414.270676	8172.711609
9191	Gene9191	10006.46179	11417.11045	7845.084191	8926.959997	9125.713275	9087.197049	7636.492116	8455.674321
12597	Gene12597	10543.54225	9379.005757	8289.416991	10367.92492	8765.446331	7875.303981	8321.08982	8957.443188
12972	Gene12972	9338.507657	8697.797935	9355.294046	8141.407669	9470.38016	8422.119718	8736.66482	10312.23701
4321	Gene4321	8043.586444	7082.174387	7961.668984	10526.68423	9881.039723	8090.826656	10408.04131	10476.91686
13138	Gene13138	9725.199736	7523.970785	9194.249099	8425.522964	10327.30318	9201.048467	9076.053991	8986.699537
7492	Gene7492	10008.64866	8964.64878	10364.59836	5865.42996	8716.547044	11422.40791	9151.575784	7959.822776
4910	Gene4910	7328.66562	5894.939291	4173.82667	7936.080044	9208.664708	11895.04558	12913.00452	13099.78031
1712	Gene1712	7786.667633	6822.674195	8744.366604	8279.048462	9350.65424	9472.586772	10832.27058	11155.63562
12071	Gene12071	7407.461038	6349.809191	5218.066978	5287.796896	13538.58579	16884.33582	6666.600554	11083.83961
8015	Gene8015	6029.976195	6855.825128	10111.48819	8038.648528	10337.99876	11040.08455	10217.29503	9745.594214
187	Gene187	6512.133563	6151.079819	7545.065681	9098.149153	11235.62801	9801.557746	10341.15366	11691.8791
5244	Gene5244	8575.909965	9263.141679	10055.91403	9871.444139	7224.306185	10389.65982	9339.178121	7617.676989
