GENE	ANOVA P
Gene2411	0.003047545
Gene2412	0.001575712
Gene2413	0.006467948
Gene2414	0.012108511
Gene2415	0.000414747
Gene2416	0.000415796
Gene2417	0.002021061
Gene2418	0.017207699
Gene2419	0.00070972
Gene2420	0.017393041
Gene2421	0.00192672
Gene2422	0.009129385
Gene2423	0.000559323
Gene2424	0.02168778
Gene2425	0.000847906
Gene2426	0.014490466
Gene2427	0.003063212
Gene2428	0.000296191
Gene2429	0.001180714
Gene2430	0.023917791
Gene2431	0.020461749
Gene2432	0.010464394
Gene2433	0.001505906
Gene2434	0.000525719
Gene2435	0.000357806
Gene2436	0.005311148
Gene2437	0.004352805
Gene2438	7.418790396
Gene2439	0.005536733
Gene2440	0.001327863
Gene2441	0.018603925
Gene2442	0.016519835
Gene2443	0.007711718
Gene2444	0.017217094
Gene2445	0.001432153
Gene2446	0.000507218
Gene2447	0.019572472
Gene2448	0.012988325
Gene2449	0.019304422
Gene2450	0.001452541
Gene2451	0.003354634
Gene2452	0.022017791
Gene2453	0.020980131
Gene2454	0.016513744
Gene2455	0.013600693
Gene2456	0.000849127
Gene2457	0.020575232
Gene2458	0.00156988
Gene2459	0.0051524
Gene2460	0.015894363
Gene2461	0.011291838
Gene2462	0.001689801
Gene2463	0.000342562
Gene2464	0.007965317
Gene2465	0.021347764
Gene2466	0.012929946
Gene2467	0.003746804
Gene2468	0.004761935
Gene2469	0.001785893
Gene2470	0.012797383
Gene2471	0.014722627
Gene2472	0.000365014
Gene2473	0.020823386
Gene2474	0.013222992
Gene2475	0.002541788
Gene2476	0.000617616
Gene2477	0.019251416
Gene2478	0.002438114
Gene2479	0.005801558
Gene2480	0.001657165
Gene2481	0.005468321
Gene2482	0.000107581
Gene2483	0.001445177
Gene2484	0.000353152
Gene2485	0.000689289
Gene2486	0.001829068
Gene2487	0.010058597
Gene2488	0.003010467
Gene2489	8.501028778
Gene2490	0.004832065
Gene2491	0.00045777
Gene2492	0.002843446
Gene2493	0.003721617
Gene2494	0.012581823
Gene2495	0.001955144
Gene2496	0.007849055
Gene2497	0.009129763
Gene2498	0.011461753
Gene2499	0.005310138
Gene2500	0.001879977
Gene2501	0.007657418
Gene2502	0.003534259
Gene2503	0.006005267
Gene2504	0.002239081
Gene2505	0.011241945
Gene2506	0.003423479
Gene2507	0.000190376
Gene2508	0.014260016
Gene2509	0.006356061
Gene2510	0.012054081
Gene2511	0.004365437
Gene2512	0.002946645
Gene2513	0.00980465
Gene2514	0.004395667
Gene2515	0.001820427
Gene2516	0.002598936
Gene2517	1.253178948
Gene2518	0.00021269
Gene2519	0.011194478
Gene2520	0.000274404
Gene2521	0.000405071
Gene2522	0.002209798
Gene2523	0.009078869
Gene2524	0.014943956
Gene2525	0.00601995
Gene2526	0.014039192
Gene2527	0.009074462
Gene2528	0.004739265
Gene2529	0.00297424
Gene2530	0.002810933
Gene2531	0.00017329
Gene2532	0.00434184
Gene2533	0.023648793
Gene2534	0.008259019
Gene2535	0.004343256
Gene2536	0.012923348
Gene2537	0.00046293
Gene2538	0.001107136
Gene2539	0.003754566
Gene2540	0.002524306
Gene2541	0.002750893
Gene2542	0.000782023
Gene2543	0.000754075
Gene2544	0.018718948
Gene2545	0.012720366
Gene2546	0.012309763
Gene2547	0.00497841
Gene2548	0.004334629
Gene2549	0.011885406
Gene2550	0.007974865
Gene2551	0.000728031
Gene2552	0.0047349
Gene2553	0.006209978
Gene2554	0.000828265
Gene2555	0.023393225
Gene2556	0.004466165
Gene2557	0.017191332
Gene2558	0.007004242
Gene2559	0.023641582
Gene2560	0.00075052
Gene2561	0.000164711
Gene2562	0.000747451
Gene2563	0.000491394
Gene2564	0.000753375
Gene2565	0.000610898
Gene2566	0.006015824
Gene2567	0.004617287
Gene2568	0.001088581
Gene2569	0.012700167
Gene2570	0.002141311
Gene2571	6.333534073
Gene2572	0.014327023
Gene2573	0.001663768
Gene2574	0.001476211
Gene2575	0.020246474
Gene2576	0.005724336
Gene2577	0.007040397
Gene2578	0.000237561
Gene2579	0.000523651
Gene2580	0.004133567
Gene2581	0.021026003
Gene2582	0.002065495
Gene2583	0.005091552
Gene2584	0.023045852
Gene2585	0.023316023
Gene2586	0.001561087
Gene2587	0.001845783
Gene2588	0.002665501
Gene2589	0.000424569
Gene2590	0.021703053
Gene2591	0.018983271
Gene2592	0.003084698
Gene2593	0.000999986
Gene2594	0.001289406
Gene2595	0.005750336
Gene2596	0.001476777
Gene2597	0.002802134
Gene2598	0.000303513
Gene2599	0.011237998
Gene2600	0.00458328
Gene2601	0.008639552
Gene2602	0.000695304
Gene2603	0.001244245
Gene2604	0.018548484
Gene2605	0.01885009
Gene2606	0.019639614
Gene2607	0.001537612
Gene2608	0.010913104
Gene2609	0.02369134
Gene2610	0.007366359
Gene2611	0.01423746
Gene2612	0.009382652
Gene2613	0.02331297
Gene2614	0.007827345
Gene2615	9.971348418
Gene2616	0.000574325
Gene2617	0.017497679
Gene2618	2.856250018
Gene2619	0.002455629
Gene2620	0.003931647
Gene2621	0.000825329
Gene2622	0.00558635
Gene2623	0.013788084
Gene2624	0.009366465
Gene2625	0.000233979
Gene2626	0.000224035
Gene2627	0.001283366
Gene2628	0.001165018
Gene2629	0.004775988
Gene2630	0.017615135
Gene2631	0.023833003
Gene2632	0.008851687
Gene2633	0.013831424
Gene2634	0.003729212
Gene2635	0.020304411
Gene2636	0.016865465
Gene2637	0.010440109
Gene2638	0.015697039
Gene2639	0.000759368
Gene2640	0.000513393
Gene2641	0.002087308
Gene2642	0.006914235
Gene2643	0.001168496
Gene2644	0.002884677
Gene2645	0.000944069
Gene2646	0.013984287
Gene2647	0.019056196
Gene2648	0.006653892
Gene2649	0.000473914
Gene2650	0.003083073
Gene2651	0.011610237
Gene2652	0.016128957
Gene2653	0.010842185
Gene2654	0.000815276
Gene2655	0.000513548
Gene2656	0.006122318
Gene2657	0.005120452
Gene2658	0.003874577
Gene2659	0.004141278
Gene2660	0.007787445
Gene2661	0.01569363
Gene2662	0.005241501
Gene2663	0.008183229
Gene2664	0.006156061
Gene2665	0.005557394
Gene2666	0.000979145
Gene2667	0.004669107
Gene2668	0.002468549
Gene2669	0.006407247
Gene2670	0.008292403
Gene2671	0.011698003
Gene2672	0.014461476
Gene2673	0.001511684
Gene2674	0.0065956
Gene2675	0.023272904
Gene2676	0.006299911
Gene2677	0.001839022
Gene2678	0.000663681
Gene2679	0.00086233
Gene2680	0.021152574
Gene2681	0.003906693
Gene2682	0.000309626
Gene2683	0.00995809
Gene2684	0.006450389
Gene2685	0.001803886
Gene2686	0.021744893
Gene2687	0.007902052
Gene2688	0.006945395
Gene2689	0.004222887
Gene2690	0.001961872
Gene2691	0.015859017
Gene2692	0.005285183
Gene2693	0.021384122
Gene2694	0.010531908
Gene2695	1.943439898
Gene2696	0.001633783
Gene2697	0.004269987
Gene2698	0.009852848
Gene2699	0.013965102
Gene2700	0.006084628
Gene2701	0.001546593
Gene2702	0.005278958
Gene2703	0.003450771
Gene2704	0.000520087
Gene2705	0.016494725
Gene2706	0.001303662
Gene2707	0.000912624
Gene2708	0.004675889
Gene2709	0.00759387
Gene2710	0.000923174
Gene2711	0.012746228
Gene2712	0.00132256
Gene2713	0.00012373
Gene2714	0.001050221
Gene2715	0.000475292
Gene2716	1.912252962
Gene2717	0.00080078
Gene2718	0.005552937
Gene2719	0.011002152
Gene2720	0.005877397
Gene2721	0.016948608
Gene2722	0.010187209
Gene2723	0.000679811
Gene2724	0.001510881
Gene2725	0.000106395
Gene2726	0.011696662
Gene2727	0.000601282
Gene2728	0.00078034
Gene2729	0.0209339
Gene2730	0.018824245
Gene2731	0.000110154
Gene2732	0.004440279
Gene2733	0.000242294
Gene2734	0.009254318
Gene2735	0.006708319
Gene2736	0.000593251
Gene2737	0.001203482
Gene2738	8.474147175
Gene2739	0.0031896
Gene2740	0.000360619
Gene2741	0.000992448
Gene2742	0.013559217
Gene2743	5.528478859
Gene2744	0.013916113
Gene2745	0.011437984
Gene2746	0.003573894
Gene2747	0.00043812
Gene2748	0.003802915
Gene2749	0.014017454
Gene2750	0.004291117
Gene2751	0.002627403
Gene2752	0.000249972
Gene2753	0.004616641
Gene2754	0.003024387
Gene2755	0.020562115
Gene2756	0.013372434
Gene2757	0.003094564
Gene2758	0.022787304
Gene2759	0.007009267
Gene2760	0.00073311
Gene2761	0.003247467
Gene2762	0.001352732
Gene2763	0.016063007
Gene2764	0.00065104
Gene2765	0.02296922
Gene2766	2.046178369
Gene2767	0.008308743
Gene2768	0.016420998
Gene2769	0.000255986
Gene2770	0.00097378
Gene2771	0.000438947
Gene2772	0.001270234
Gene2773	0.000715441
Gene2774	0.015511466
Gene2775	0.011155483
Gene2776	0.00600977
Gene2777	0.014526707
Gene2778	0.001647307
Gene2779	0.022492351
Gene2780	4.352795491
Gene2781	0.009003439
Gene2782	0.018587116
Gene2783	0.010961472
Gene2784	0.00436378
Gene2785	0.015029506
Gene2786	0.003366338
Gene2787	0.002206956
Gene2788	0.016550568
Gene2789	0.013418937
Gene2790	0.002605286
Gene2791	0.000492082
Gene2792	0.000907816
Gene2793	0.001841177
Gene2794	0.000501628
Gene2795	0.001091077
Gene2796	0.005255379
Gene2797	0.016119483
Gene2798	0.001510253
Gene2799	0.001517979
Gene2800	0.001340665
Gene2801	0.001844541
Gene2802	0.007727872
Gene2803	0.004519141
Gene2804	0.010057441
Gene2805	0.000888779
Gene2806	0.012449214
Gene2807	0.007723493
Gene2808	0.002970734
Gene2809	0.007354345
Gene2810	0.001434325
Gene2811	0.009660518
Gene2812	0.018733752
Gene2813	0.005282154
Gene2814	0.013579056
Gene2815	0.023998817
Gene2816	0.016835712
Gene2817	0.016749818
Gene2818	0.018134661
Gene2819	0.004264723
Gene2820	0.003613648
Gene2821	0.001582797
Gene2822	8.492491593
Gene2823	0.003731043
Gene2824	4.972490958
Gene2825	8.009257175
Gene2826	0.001075814
Gene2827	0.00365872
Gene2828	0.002758293
Gene2829	0.010383268
Gene2830	0.008216949
Gene2831	0.000229369
Gene2832	0.024136052
Gene2833	0.005651703
Gene2834	0.000749351
Gene2835	0.008568936
Gene2836	0.019160868
Gene2837	0.000389552
Gene2838	0.003116801
Gene2839	0.003186189
Gene2840	0.002895753
Gene2841	0.007816733
Gene2842	0.008573395
Gene2843	0.002918411
Gene2844	0.005231354
Gene2845	0.009812717
Gene2846	0.004206094
Gene2847	0.007217541
Gene2848	0.000406821
Gene2849	0.014334329
Gene2850	0.00166367
Gene2851	0.000239519
Gene2852	0.010498322
Gene2853	0.000425718
Gene2854	0.015928969
Gene2855	0.000353909
Gene2856	0.003481274
Gene2857	0.009990934
Gene2858	0.002900626
Gene2859	0.002352862
Gene2860	7.928855541
Gene2861	0.000227486
Gene2862	0.013644031
Gene2863	0.020805697
Gene2864	0.0003178
Gene2865	0.011739064
Gene2866	0.002142367
Gene2867	0.008137645
Gene2868	0.016212381
Gene2869	0.000447161
Gene2870	0.00893447
Gene2871	0.001085683
Gene2872	0.00375461
Gene2873	0.003344617
Gene2874	0.021118278
Gene2875	0.008105366
Gene2876	0.022863861
Gene2877	0.012781294
Gene2878	0.000988463
Gene2879	0.003743823
Gene2880	0.015175735
Gene2881	0.010849486
Gene2882	0.012143931
Gene2883	0.002678796
Gene2884	0.000867237
Gene2885	0.014004918
Gene2886	0.009581447
Gene2887	0.015033973
Gene2888	0.006741571
Gene2889	0.001758384
Gene2890	0.007267325
Gene2891	0.00479397
Gene2892	0.005186943
Gene2893	0.020343362
Gene2894	0.006036212
Gene2895	0.017317603
Gene2896	0.000354838
Gene2897	0.021080264
Gene2898	0.000778749
Gene2899	0.013178525
Gene2900	0.005111019
Gene2901	0.005995798
Gene2902	0.011333047
Gene2903	0.023930622
Gene2904	0.011757935
Gene2905	0.001996278
Gene2906	0.004655292
Gene2907	0.006800695
Gene2908	0.018851915
Gene2909	0.012148376
Gene2910	0.001835984
Gene2911	0.000131291
Gene2912	0.025087267
Gene2913	0.001733517
Gene2914	0.005523973
Gene2915	0.00346115
Gene2916	0.019628538
Gene2917	0.005805561
Gene2918	0.004693559
Gene2919	0.008963175
Gene2920	0.00538267
Gene2921	0.000485582
Gene2922	1.30732428
Gene2923	0.000364351
Gene2924	0.005499115
Gene2925	0.003012646
Gene2926	0.008533887
Gene2927	6.582572393
Gene2928	0.000970051
Gene2929	0.000881078
Gene2930	0.00601688
Gene2931	0.004919039
Gene2932	0.005749212
Gene2933	0.02039207
Gene2934	0.001007127
Gene2935	0.006831468
Gene2936	0.004127322
Gene2937	0.012579943
Gene2938	0.000414805
Gene2939	0.011863972
Gene2940	0.003775913
Gene2941	0.003409965
Gene2942	9.426316625
Gene2943	0.002569306
Gene2944	0.006065557
Gene2945	0.010031583
Gene2946	0.003514666
Gene2947	0.011808944
Gene2948	0.023543108
Gene2949	0.001983014
Gene2950	0.003434152
Gene2951	0.005167752
Gene2952	0.000140014
Gene2953	0.007053753
Gene2954	0.003657969
Gene2955	0.000227001
Gene2956	0.000128177
Gene2957	0.000453893
Gene2958	0.000230876
Gene2959	0.000325563
Gene2960	0.021043721
Gene2961	0.000626507
Gene2962	0.000486045
Gene2963	0.024607177
Gene2964	0.005463987
Gene2965	0.017375299
Gene2966	0.003923136
Gene2967	0.006547551
Gene2968	0.001413206
Gene2969	0.01786726
Gene2970	0.00136268
Gene2971	0.01486632
Gene2972	0.001071894
Gene2973	0.006819719
Gene2974	0.004559292
Gene2975	0.013374725
Gene2976	0.018198318
Gene2977	0.015085136
Gene2978	0.022450458
Gene2979	0.013302974
Gene2980	0.000348828
Gene2981	0.013981797
Gene2982	0.011338986
Gene2983	0.000683405
Gene2984	0.001415756
Gene2985	0.000162632
Gene2986	0.005951362
Gene2987	0.020939442
Gene2988	0.021166639
Gene2989	0.000595382
Gene2990	0.015256311
Gene2991	0.007377548
Gene2992	0.00780106
Gene2993	0.000550016
Gene2994	0.002562617
Gene2995	0.000428827
Gene2996	0.015490653
Gene2997	0.013231432
Gene2998	0.022316987
Gene2999	8.838584623
Gene3000	4.016918792
Gene3001	0.002048449
Gene3002	0.007961196
Gene3003	0.000985793
Gene3004	0.001122737
Gene3005	0.000661185
Gene3006	0.001726067
Gene3007	0.000297504
Gene3008	0.000748902
Gene3009	0.001233878
Gene3010	0.008599326
Gene3011	0.007409631
Gene3012	0.014657131
Gene3013	0.000122318
Gene3014	0.023015552
Gene3015	0.002433791
Gene3016	0.012206906
Gene3017	0.005194876
Gene3018	0.000267366
Gene3019	0.012092771
Gene3020	0.020163848
Gene3021	0.01359579
Gene3022	0.007581399
Gene3023	0.005871861
Gene3024	0.016398256
Gene3025	0.003218185
Gene3026	0.00152792
Gene3027	0.002387209
Gene3028	0.000784666
Gene3029	0.018228439
Gene3030	0.006922121
Gene3031	0.004587167
Gene3032	0.012697141
Gene3033	0.004391724
Gene3034	0.018651919
Gene3035	0.003506246
Gene3036	0.001618239
Gene3037	0.014358381
Gene3038	0.000238739
Gene3039	0.000146539
Gene3040	0.003378694
Gene3041	0.006834428
Gene3042	0.024278515
Gene3043	0.001152359
Gene3044	0.007376398
Gene3045	0.001339807
Gene3046	0.001391035
Gene3047	0.020035383
Gene3048	0.021326707
Gene3049	0.001620736
Gene3050	0.011759444
Gene3051	0.003349297
Gene3052	3.156407406
Gene3053	0.00449581
Gene3054	0.017297792
Gene3055	0.004599419
Gene3056	0.001704178
Gene3057	0.013626561
Gene3058	0.011667234
Gene3059	0.004944178
Gene3060	0.005991324
Gene3061	0.005838837
Gene3062	0.001438514
Gene3063	0.005236854
Gene3064	0.002730318
Gene3065	0.000242358
Gene3066	0.008665014
Gene3067	0.009674204
Gene3068	0.01849681
Gene3069	0.008485765
Gene3070	0.001844056
Gene3071	0.004975169
Gene3072	0.01061802
Gene3073	0.008787003
Gene3074	0.001651808
Gene3075	0.016358046
Gene3076	0.010150361
Gene3077	0.000292456
Gene3078	0.000330214
Gene3079	0.02029322
Gene3080	0.02322757
Gene3081	0.000619639
Gene3082	0.013239109
Gene3083	0.005193997
Gene3084	0.000308454
Gene3085	0.000636648
Gene3086	0.021229807
Gene3087	0.003900779
Gene3088	0.010905903
Gene3089	0.022688252
Gene3090	0.018898833
Gene3091	0.007440141
Gene3092	0.009955982
Gene3093	0.021505739
Gene3094	0.007657529
Gene3095	2.628022913
Gene3096	0.000121976
Gene3097	0.004753499
Gene3098	2.801642092
Gene3099	0.005498238
Gene3100	0.001062063
Gene3101	0.003830143
Gene3102	0.001015556
Gene3103	0.002012094
Gene3104	7.48937662
Gene3105	0.000777944
Gene3106	0.009815946
Gene3107	3.588976032
Gene3108	0.004159956
Gene3109	0.001618795
Gene3110	0.00298772
Gene3111	0.001914549
Gene3112	0.015864235
Gene3113	0.013624867
Gene3114	0.010062212
Gene3115	0.015964138
Gene3116	7.871243321
Gene3117	0.000478186
Gene3118	0.016472393
Gene3119	0.00630557
Gene3120	0.004436467
Gene3121	0.020304582
Gene3122	0.014286487
Gene3123	0.018879573
Gene3124	0.023951281
Gene3125	0.008331948
Gene3126	0.011401206
Gene3127	0.000460108
Gene3128	0.011100717
Gene3129	0.004643731
Gene3130	0.005855033
Gene3131	0.002063512
Gene3132	0.00191392
Gene3133	0.002836974
Gene3134	0.01714786
Gene3135	0.019311013
Gene3136	0.00824229
Gene3137	0.005670335
Gene3138	0.008732704
Gene3139	0.000694634
Gene3140	0.010916524
Gene3141	0.012149827
Gene3142	0.010355461
Gene3143	0.024072836
Gene3144	0.003295646
Gene3145	0.000333454
Gene3146	0.017753204
Gene3147	0.00527138
Gene3148	0.004152582
Gene3149	0.00046237
Gene3150	0.002002827
Gene3151	0.000152177
Gene3152	0.013095198
Gene3153	0.016131862
Gene3154	0.003359977
Gene3155	0.023018511
Gene3156	0.001871885
Gene3157	0.000113821
Gene3158	5.780229207
Gene3159	0.007194427
Gene3160	0.000179354
Gene3161	0.022392853
Gene3162	0.004700386
Gene3163	0.001289879
Gene3164	0.013781096
Gene3165	0.004197833
Gene3166	0.017578489
Gene3167	0.003775932
Gene3168	0.0023229
Gene3169	0.006264141
Gene3170	0.000185885
Gene3171	0.001351624
Gene3172	6.9077619
Gene3173	0.000159956
Gene3174	0.000162439
Gene3175	0.001844023
Gene3176	0.003102812
Gene3177	8.144417147
Gene3178	0.003400887
Gene3179	0.002583883
Gene3180	0.008788748
Gene3181	0.013193259
Gene3182	0.010582495
Gene3183	0.002880055
Gene3184	0.004986096
Gene3185	0.00447084
Gene3186	0.02037701
Gene3187	1.303823122
Gene3188	0.000997729
Gene3189	0.001271431
Gene3190	0.019077433
Gene3191	9.144463406
Gene3192	0.003955526
Gene3193	0.000818462
Gene3194	0.020737514
Gene3195	0.002658253
Gene3196	0.009102963
Gene3197	0.003524802
Gene3198	7.038247487
Gene3199	0.021957013
Gene3200	0.005417941
Gene3202	0.055341281
Gene3203	0.073046918
Gene3204	0.066635409
Gene3209	0.007669442
Gene3211	0.001030851
Gene3216	0.000527862
Gene3218	0.053047736
Gene3222	0.055493177
Gene3226	0.073834781
Gene3228	0.072127058
Gene3233	0.042344624
Gene3234	0.007786449
Gene3236	0.055918957
Gene3237	0.074337349
Gene3239	0.004131264
Gene3243	0.005136401
Gene3244	0.066345042
Gene3246	0.049391182
Gene3248	0.002413738
Gene3249	0.036387919
Gene3250	0.089130555
Gene3251	0.03890611
Gene3253	0.008040126
Gene3257	0.053653938
Gene3258	0.028255201
Gene3260	0.02425873
Gene3261	0.029514415
Gene3263	0.029963534
Gene3264	0.037984954
Gene3266	0.003055653
Gene3267	1.189277021
Gene3268	0.009200725
Gene3269	0.000264881
Gene3270	0.038304919
Gene3271	0.005112939
Gene3272	0.008848594
Gene3274	0.055090429
Gene3276	0.003762297
Gene3278	0.056473559
Gene3283	0.003051563
Gene3285	0.031175729
Gene3286	0.098662415
Gene3289	0.078565487
Gene3290	0.058739161
Gene3292	0.029659896
Gene3293	0.001065784
Gene3295	0.02249244
Gene3296	0.013217169
Gene3301	0.074659434
Gene3302	0.033925959
Gene3306	0.056790462
Gene3307	0.040514534
Gene3308	0.022248556
Gene3310	0.003466146
Gene3316	0.03444851
Gene3318	0.075924916
Gene3321	0.053613726
Gene3322	0.002957264
Gene3323	0.01845092
Gene3324	0.00153135
Gene3325	0.004037006
Gene3327	0.012007691
Gene3328	0.002545658
Gene3330	0.021568715
Gene3331	0.026549077
Gene3334	0.042597345
Gene3336	0.04823065
Gene3340	0.020269573
Gene3343	0.074306767
Gene3345	0.032454075
Gene3349	0.00795405
Gene3355	0.006718903
Gene3357	0.032132125
Gene3358	0.042350716
Gene3359	0.027534492
Gene3361	0.066024475
Gene3364	0.031648852
Gene3366	0.025898507
Gene3367	0.009569738
Gene3368	0.00298912
Gene3369	0.022363834
Gene3370	0.080086836
Gene3371	0.001669004
Gene3374	0.011397566
Gene3375	0.069632002
Gene3376	0.008987227
Gene3377	0.080563731
Gene3378	0.012242534
Gene3380	0.057705727
Gene3381	0.000665238
Gene3382	0.003712693
Gene3384	0.065354248
Gene3385	0.0020117
Gene3386	0.044635827
Gene3387	0.051509912
Gene3388	0.004615094
Gene3391	0.009099903
Gene3393	0.016240747
Gene3394	0.005080814
Gene3395	2.645846375
Gene3396	0.034779027
Gene3401	0.020817695
Gene3402	0.037547805
Gene3411	0.079058221
Gene3412	0.025355854
Gene3413	0.033305843
Gene3414	0.022292228
Gene3419	0.016491101
Gene3421	0.005750505
Gene3424	0.064640853
Gene3425	0.01251814
Gene3426	0.033050477
Gene3427	0.044935325
Gene3428	0.003637557
Gene3429	0.040059359
Gene3435	0.031434609
Gene3436	0.060397717
Gene3437	0.046877255
Gene3440	0.018086974
Gene3442	0.006594286
Gene3445	7.485815095
Gene3446	0.016627901
Gene3449	0.000715786
Gene3450	0.005079115
Gene3454	0.06547948
Gene3457	0.078207957
Gene3458	0.026196112
Gene3459	0.005327217
Gene3462	0.07546916
Gene3464	0.079759285
Gene3465	0.012090499
Gene3467	0.06611406
Gene3469	0.076523663
Gene3473	0.009562448
Gene3474	0.054980823
Gene3479	0.006529748
Gene3481	0.005460546
Gene3483	0.033865924
Gene3485	0.012072168
Gene3486	0.090876688
Gene3488	0.015334333
Gene3489	0.033720512
Gene3492	0.094133916
Gene3494	0.026325136
Gene3499	0.027045791
Gene3502	0.04641368
Gene3503	0.08804952
Gene3513	0.095937758
Gene3515	0.01983349
Gene3516	0.01611235
Gene3517	0.090087442
Gene3519	0.090912519
Gene3521	0.003144552
Gene3522	0.009341521
Gene3523	0.091484652
Gene3530	0.094151091
Gene3531	0.024510975
Gene3543	0.050508539
Gene3554	0.078424121
Gene3557	0.0253235
Gene3559	0.030837154
Gene3561	0.075994591
Gene3562	0.071493761
Gene3568	0.005092355
Gene3572	0.024908161
Gene3575	0.044002703
Gene3578	0.034501605
Gene3579	0.036716269
Gene3583	0.076943917
Gene3584	0.076002351
Gene3586	0.028977412
Gene3587	0.00640072
Gene3588	0.000596157
Gene3590	0.038175238
Gene3592	0.029246046
Gene3594	0.027803946
Gene3600	0.029683781
Gene3601	0.036264214
Gene3606	0.031390735
Gene3607	0.042842054
Gene3616	0.025218118
Gene3618	0.071412692
Gene3623	0.063230777
Gene3625	0.099513002
Gene3629	0.045005348
Gene3630	0.093772232
Gene3632	0.032801317
Gene3633	0.018540234
Gene3640	0.034583591
Gene3641	0.086171937
Gene3643	0.027754442
Gene3645	0.01919918
Gene3646	0.096204364
Gene3648	0.089799725
Gene3650	0.053241667
Gene3652	0.071654014
Gene3657	0.025727292
Gene3658	0.027454595
Gene3659	0.050936741
Gene3660	0.077477194
Gene3661	0.028086343
Gene3662	0.053231763
Gene3663	0.073733744
Gene3664	0.089403014
Gene3667	0.037303886
Gene3669	0.066970984
Gene3670	0.039816424
Gene3671	0.04332811
Gene3673	0.050520388
Gene3674	0.013324111
Gene3675	0.027108213
Gene3680	0.022962024
Gene3687	0.041039092
Gene3693	0.064509692
Gene3694	0.042980668
Gene3695	0.078216868
Gene3696	0.0475607
Gene3699	0.045520971
Gene3700	0.052356148
Gene3701	0.053262834
Gene3703	0.047011795
Gene3704	0.039126133
Gene3707	0.053511513
Gene3711	0.04203991
Gene3712	0.011792111
Gene3713	0.052949615
Gene3714	0.026695572
Gene3715	0.096353668
Gene3718	0.060063335
Gene3721	0.019950382
Gene3722	0.090735303
Gene3725	0.072103037
Gene3727	0.047947822
Gene3728	0.002996529
Gene3731	0.001545487
Gene3732	0.060837924
Gene3734	0.026584925
Gene3736	0.09088085
Gene3737	0.001941927
Gene3739	0.072013617
Gene3740	0.039736745
Gene3744	0.042312596
Gene3745	0.034255173
Gene3747	0.052979136
Gene3748	0.073809952
Gene3749	0.068710315
Gene3750	0.004419865
Gene3751	0.074143037
Gene3754	0.020922595
Gene3758	0.080100235
Gene3759	0.003171544
Gene3768	0.041576898
Gene3769	0.025991884
Gene3776	0.00842027
Gene3780	0.060350154
Gene3781	0.02538976
Gene3783	0.099244065
Gene3789	0.042157602
Gene3790	0.071126758
Gene3791	0.002565575
Gene3793	0.030880111
Gene3798	0.054718974
Gene3799	0.005823248
Gene3800	0.045066812
Gene3806	0.025209238
Gene3809	0.034468096
Gene3810	0.023221274
Gene3811	0.032296906
Gene3813	0.065275569
Gene3816	0.098641053
Gene3817	0.082307106
Gene3818	0.00827202
Gene3822	0.009633447
Gene3823	0.003065792
Gene3825	0.073652897
Gene3828	0.068994495
Gene3829	0.004498043
Gene3838	9.926389532
Gene3840	0.011959277
Gene3841	0.025157333
Gene3842	0.089348868
Gene3844	0.005736694
Gene3845	0.029092828
Gene3847	0.027535858
Gene3848	0.055649827
Gene3849	0.064515024
Gene3850	0.085022375
Gene3851	6.958108929
Gene3852	0.002898482
Gene3854	0.062377554
Gene3859	0.066491067
Gene3861	0.060234266
Gene3870	0.077245463
Gene3872	0.053987327
Gene3873	0.067863121
Gene3874	0.001036388
Gene3875	0.015176773
Gene3876	0.037916355
Gene3877	0.095167176
Gene3879	0.056434728
Gene3880	0.021547784
Gene3881	0.041957776
Gene3882	8.243670155
Gene3883	0.018249444
Gene3887	0.022559672
Gene3890	0.00658551
Gene3892	0.031705202
Gene3894	0.067570579
Gene3896	0.09513956
Gene3897	0.079882199
Gene3898	0.013049135
Gene3899	0.051017009
Gene3900	0.021029193
Gene3902	0.011090205
Gene3909	0.037785718
Gene3910	0.076624533
Gene3911	0.039693225
Gene3912	0.008592311
Gene3918	0.04435839
Gene3925	0.068155325
Gene3926	0.029045919
Gene3928	0.008298762
Gene3930	0.027570999
Gene3932	0.067288555
Gene3933	0.062711617
Gene3935	0.001540764
Gene3937	0.030936556
Gene3941	0.099636327
Gene3942	0.067166739
Gene3944	0.000964061
Gene3945	0.034218771
Gene3946	0.088619378
Gene3949	0.028237974
Gene3950	0.099233209
Gene3953	0.006501608
Gene3961	0.008920483
Gene3963	0.070575929
Gene3964	0.030600656
Gene3965	0.005638741
Gene3966	5.826702324
Gene3967	0.005681201
Gene3970	0.048710522
Gene3972	0.015685762
Gene3974	0.011450567
Gene3975	0.072296554
Gene3977	0.070260361
Gene3978	0.025946425
Gene3981	0.021066568
Gene3983	0.006493714
Gene3985	0.094526487
Gene3986	0.003125721
Gene3987	0.046933975
Gene3989	0.001395121
Gene3992	0.024482399
Gene3997	0.023642785
Gene3998	0.09075642
Gene3999	0.084009338
Gene4000	0.033416052
Gene4002	0.036877746
Gene4003	0.024741836
Gene4005	0.094968311
Gene4007	0.020851389
Gene4014	0.016497624
Gene4015	0.00234366
Gene4016	0.028351748
Gene4017	0.048679096
Gene4018	0.077903519
Gene4020	0.005803714
Gene4021	0.002386151
Gene4022	0.000644397
Gene4030	0.064302827
Gene4031	0.009603511
Gene4032	0.082066475
Gene4034	0.029122228
Gene4035	0.030650619
